region,round,round_label,category,entity_id,canonical_name,name_jp,name_cn,rank,equal_rank,points,primary_count,secondary_count,selection_count,ballots,primary_rate,selection_rate,comment_count,arrangement_count,arrangement_cumulative_count,undated_arrangement_count,arrangement_total_count,source_type,catalog_matched,catalog_owner,source_row_count
jp,21,JP21,music,290,辉光之针的小人族,輝く針の小人族　～ Little Princess,辉光之针的小人族 ～ Little Princess,33,33,3080.0,324.0,238.0,2194.0,37970.0,0.14767547857793983,0.05778245983671319,266.0,33.0,735.0,2.0,763.0,jp_modern_official_json,1,少名针妙丸,1
jp,21,JP21,music,28,广有射怪鸟事,広有射怪鳥事　～ Till When?,广有射怪鸟事 ～ Till When?,34,35,3052.0,336.0,235.0,2145.0,37970.0,0.15664335664335666,0.05649196734263893,339.0,50.0,1295.0,5.0,1355.0,jp_modern_official_json,1,魂魄妖梦,1
jp,21,JP21,music,107,第六十年的东方审判,六十年目の東方裁判　～ Fate of Sixty Years,第六十年的东方审判 ～ Fate of Sixty Years,35,34,2885.0,266.0,195.0,2158.0,37970.0,0.12326227988878591,0.05683434290229128,308.0,46.0,1246.0,12.0,1307.0,jp_modern_official_json,1,四季映姬·夜摩仙那度,1
jp,21,JP21,music,67,人偶裁判,人形裁判,人偶裁判,36,36,2671.0,176.0,196.0,2123.0,37970.0,0.08290155440414508,0.05591256254938109,251.0,65.0,1897.0,5.0,1975.0,jp_modern_official_json,1,爱丽丝·玛格特洛依德,1
jp,21,JP21,music,117,风神少女,風神少女,风神少女,37,37,2510.0,220.0,190.0,1880.0,37970.0,0.11702127659574468,0.04951277324203318,231.0,51.0,1694.0,7.0,1759.0,jp_modern_official_json,1,射命丸文,1
jp,21,JP21,music,1,比赤色更红的梦,赤より紅い夢,比赤色更红的梦,38,38,2442.0,188.0,220.0,1846.0,37970.0,0.10184182015167931,0.04861732947063471,272.0,13.0,510.0,3.0,527.0,jp_modern_official_json,1,,1
jp,21,JP21,music,125,falloffall,フォールオブフォール　～ 秋めく滝,Fall of Fall ～ 秋意渐浓之瀑,39,41,2375.0,237.0,170.0,1731.0,37970.0,0.1369150779896014,0.045588622596786935,254.0,43.0,1507.0,8.0,1554.0,jp_modern_official_json,1,犬走椛,1
jp,21,JP21,music,513,badapple,Bad Apple!!,Bad Apple!!,40,43,2362.0,268.0,160.0,1666.0,37970.0,0.1608643457382953,0.04387674479852515,344.0,41.0,788.0,6.0,829.0,jp_modern_official_json,1,,1
jp,21,JP21,music,179,灵知的太阳信仰,霊知の太陽信仰　～ Nuclear Fusion,灵知的太阳信仰 ～ Nuclear Fusion,41,40,2357.0,202.0,152.0,1801.0,37970.0,0.1121599111604664,0.047432183302607324,256.0,83.0,1559.0,7.0,1635.0,jp_modern_official_json,1,灵乌路空,1
jp,21,JP21,music,9,lockedgirl,ラクトガール　～ 少女密室,Locked Girl ～ 少女密室,42,39,2316.0,147.0,196.0,1826.0,37970.0,0.08050383351588171,0.04809059784040032,226.0,73.0,2421.0,9.0,2496.0,jp_modern_official_json,1,帕秋莉·诺蕾姬,1
jp,21,JP21,music,747,熙攘市场今何在,あの賑やかな市場は今どこに　〜 Immemorial Marketeers,熙攘市场今何在 ～ Immemorial Marketeers,43,42,2239.0,177.0,186.0,1699.0,37970.0,0.10417892878163626,0.044745851988411904,231.0,33.0,225.0,0.0,257.0,jp_modern_official_json,1,天弓千亦,1
jp,21,JP21,music,31,borderoflife,ボーダーオブライフ,Border of Life,44,44,2067.0,108.0,232.0,1619.0,37970.0,0.06670784434836319,0.042638925467474324,251.0,14.0,373.0,4.0,394.0,jp_modern_official_json,1,西行寺幽幽子,1
jp,21,JP21,music,793,世间万物皆可爱,世界は可愛く出来ている,世间万物皆可爱,45,45,2041.0,144.0,157.0,1596.0,37970.0,0.09022556390977443,0.04203318409270477,224.0,48.0,127.0,0.0,165.0,jp_modern_official_json,1,博丽灵梦,1
jp,21,JP21,music,374,秘神摩多罗,秘神マターラ　～ Hidden Star in All Seasons.,秘神摩多罗 ～ Hidden Star in All Seasons.,46,46,1931.0,150.0,157.0,1474.0,37970.0,0.10176390773405698,0.038820121148274954,248.0,32.0,298.0,0.0,317.0,jp_modern_official_json,1,摩多罗隐岐奈,1
jp,21,JP21,music,127,少女曾见的日本原风景,少女が見た日本の原風景,少女曾见的日本原风景,47,47,1890.0,153.0,167.0,1417.0,37970.0,0.10797459421312633,0.03731893600210693,156.0,50.0,1421.0,4.0,1479.0,jp_modern_official_json,1,东风谷早苗,1
jp,21,JP21,music,589,蓬莱传说,蓬莱伝説,蓬莱传说,48,62,1888.0,280.0,175.0,1153.0,37970.0,0.24284475281873374,0.030366078483012905,199.0,6.0,244.0,1.0,246.0,jp_modern_official_json,1,,1
jp,21,JP21,music,250,圣德传说,聖徳伝説　～ True Administrator,圣德传说 ～ True Administrator,49,51,1851.0,191.0,148.0,1321.0,37970.0,0.1445874337623013,0.03479062417698183,183.0,25.0,756.0,1.0,795.0,jp_modern_official_json,1,丰聪耳神子,1
jp,21,JP21,music,126,妖怪之山,妖怪の山　～ Mysterious Mountain,妖怪之山 ～ Mysterious Mountain,50,49,1834.0,140.0,180.0,1374.0,37970.0,0.10189228529839883,0.03618646299710298,177.0,36.0,1243.0,4.0,1298.0,jp_modern_official_json,1,姬海棠果|射命丸文,1
jp,21,JP21,music,2,如鬼灯般的红色之魂,ほおずきみたいに紅い魂,如鬼灯般的红色之魂,51,48,1816.0,105.0,191.0,1415.0,37970.0,0.07420494699646643,0.037266262839083485,173.0,37.0,1009.0,0.0,1046.0,jp_modern_official_json,1,,1
jp,21,JP21,music,131,明日之盛昨日之俗,明日ハレの日、ケの昨日,明日之盛，昨日之俗,52,50,1754.0,125.0,145.0,1359.0,37970.0,0.09197939661515821,0.035791414274427176,196.0,36.0,1311.0,1.0,1369.0,jp_modern_official_json,1,洩矢诹访子,1
jp,21,JP21,music,235,magusnight,メイガスナイト,Magus Night,53,52,1735.0,140.0,152.0,1303.0,37970.0,0.10744435917114352,0.034316565709770874,218.0,33.0,927.0,2.0,971.0,jp_modern_official_json,1,雾雨魔理沙,1
jp,21,JP21,music,27,东方妖妖梦,東方妖々夢　～ Ancient Temple,东方妖妖梦 ～ Ancient Temple,54,55,1680.0,133.0,155.0,1259.0,37970.0,0.10563939634630659,0.0331577561232552,140.0,66.0,1785.0,3.0,1849.0,jp_modern_official_json,1,魂魄妖梦,1
jp,21,JP21,music,176,废狱摇篮曲,廃獄ララバイ,废狱摇篮曲,55,56,1673.0,135.0,146.0,1257.0,37970.0,0.10739856801909307,0.03310508296023176,192.0,37.0,866.0,5.0,906.0,jp_modern_official_json,1,火焰猫燐,1
jp,21,JP21,music,346,故乡之星倒映之海,故郷の星が映る海,故乡之星倒映之海,56,57,1666.0,120.0,177.0,1249.0,37970.0,0.09607686148919135,0.032894390308138004,169.0,23.0,217.0,0.0,234.0,jp_modern_official_json,1,纯狐,1
jp,21,JP21,music,124,芥川龙之介的河童,芥川龍之介の河童　～ Candid Friend,芥川龙之介的河童 ～ Candid Friend,57,54,1664.0,138.0,124.0,1264.0,37970.0,0.10917721518987342,0.0332894390308138,215.0,55.0,1553.0,5.0,1600.0,jp_modern_official_json,1,河城荷取,1
jp,21,JP21,music,50,voyage1969,ヴォヤージュ1969,Voyage1969,58,53,1642.0,118.0,139.0,1267.0,37970.0,0.0931333859510655,0.03336844877534896,140.0,54.0,1042.0,4.0,1080.0,jp_modern_official_json,1,蓬莱山辉夜|八意永琳,1
jp,21,JP21,music,349,pandemonicplanet,パンデモニックプラネット,Pandemonic Planet,59,58,1615.0,136.0,137.0,1206.0,37970.0,0.11276948590381426,0.03176191730313405,205.0,29.0,394.0,1.0,417.0,jp_modern_official_json,1,赫卡提亚·拉碧斯拉祖利,1
jp,21,JP21,music,613,童祭innocenttreasures,童祭　～ Innocent Treasures,童祭 ～ Innocent Treasures,60,65,1599.0,173.0,120.0,1133.0,37970.0,0.1526919682259488,0.02983934685277851,168.0,30.0,671.0,3.0,712.0,jp_modern_official_json,1,,1
jp,21,JP21,music,121,厄神降临之路,厄神様の通り道　～ Dark Road,厄神降临之路 ～ Dark Road,61,59,1572.0,130.0,133.0,1179.0,37970.0,0.1102629346904156,0.031050829602317618,161.0,34.0,1172.0,4.0,1222.0,jp_modern_official_json,1,键山雏,1
jp,21,JP21,music,372,被秘匿的四个季节,秘匿されたフォーシーズンズ,被秘匿的四个季节,62,64,1555.0,132.0,152.0,1139.0,37970.0,0.11589113257243196,0.029997366341848828,199.0,37.0,347.0,0.0,385.0,jp_modern_official_json,1,摩多罗隐岐奈,1
jp,21,JP21,music,624,广重36号neosuperexpress,ヒロシゲ36号　～ Neo Super-Express,广重36号 ～ Neo Super-Express,63,63,1525.0,123.0,129.0,1150.0,37970.0,0.10695652173913044,0.030287068738477745,183.0,36.0,593.0,1.0,626.0,jp_modern_official_json,1,,1
jp,21,JP21,music,199,平安时代的外星人,平安のエイリアン,平安时代的外星人,64,60,1508.0,121.0,95.0,1171.0,37970.0,0.10333048676345004,0.030840136950223862,176.0,51.0,1368.0,4.0,1411.0,jp_modern_official_json,1,封兽鵺,1
jp,21,JP21,music,150,有顶天变,有頂天変　～ Wonderful Heaven,有顶天变 ～ Wonderful Heaven,65,66,1483.0,121.0,129.0,1112.0,37970.0,0.10881294964028777,0.029286278641032393,121.0,33.0,775.0,3.0,828.0,jp_modern_official_json,1,比那名居天子,1
jp,21,JP21,music,130,神圣庄严的古战场,神さびた古戦場　～ Suwa Foughten Field,神圣庄严的古战场 ～ Suwa Foughten Field,66,61,1472.0,103.0,109.0,1157.0,37970.0,0.08902333621434745,0.030471424809059785,171.0,37.0,1218.0,3.0,1257.0,jp_modern_official_json,1,八坂神奈子,1
jp,21,JP21,music,21,远野幻想物语,遠野幻想物語,远野幻想物语,67,68,1434.0,106.0,151.0,1071.0,37970.0,0.09897292250233426,0.028206478799051884,158.0,38.0,1227.0,2.0,1274.0,jp_modern_official_json,1,橙,1
jp,21,JP21,music,33,少女幻葬,少女幻葬　～ Necro-Fantasy,少女幻葬 ～ Necro-Fantasy,68,69,1418.0,108.0,133.0,1069.0,37970.0,0.10102899906454631,0.028153805636028442,111.0,24.0,775.0,2.0,814.0,jp_modern_official_json,1,八云蓝,1
jp,21,JP21,music,288,reverseideology,リバースイデオロギー,Reverse Ideology,69,72,1406.0,131.0,97.0,1047.0,37970.0,0.1251193887297039,0.02757440084277061,149.0,34.0,688.0,2.0,722.0,jp_modern_official_json,1,鬼人正邪,1
jp,21,JP21,music,25,天空的花都,天空の花の都,天空的花都,70,76,1354.0,135.0,114.0,970.0,37970.0,0.13917525773195877,0.025546484066368186,120.0,44.0,1120.0,8.0,1164.0,jp_modern_official_json,1,莉莉白,1
jp,21,JP21,music,186,春之港湾,春の湊に,春之港湾,70,67,1354.0,92.0,92.0,1078.0,37970.0,0.08534322820037106,0.02839083486963392,135.0,34.0,1128.0,6.0,1167.0,jp_modern_official_json,1,娜兹玲,1
jp,21,JP21,music,292,原初的节拍,始原のビート　～ Pristine Beat,原初的节拍 ～ Pristine Beat,72,75,1345.0,132.0,101.0,980.0,37970.0,0.1346938775510204,0.025809849881485384,164.0,27.0,448.0,2.0,476.0,jp_modern_official_json,1,堀川雷鼓,1
jp,21,JP21,music,550,不可思议之国的爱丽丝,不思議の国のアリス,不可思议之国的爱丽丝,73,80,1341.0,139.0,108.0,955.0,37970.0,0.14554973821989528,0.02515143534369239,146.0,33.0,713.0,10.0,762.0,jp_modern_official_json,1,爱丽丝·玛格特洛依德,1
jp,21,JP21,music,9004,二色莲花蝶,二色蓮花蝶,二色莲花蝶,74,70,1336.0,89.0,90.0,1068.0,37970.0,0.08333333333333333,0.028127469054516723,179.0,35.0,892.0,2.0,929.0,jp_modern_official_json,1,灵梦,1
jp,21,JP21,music,42,已经只能听见歌声了,もう歌しか聞こえない,已经只能听见歌声了,75,73,1277.0,73.0,88.0,1043.0,37970.0,0.06999041227229147,0.02746905451672373,137.0,46.0,1160.0,6.0,1204.0,jp_modern_official_json,1,米斯蒂娅·萝蕾拉,1
jp,21,JP21,music,54,extendash蓬莱人,エクステンドアッシュ　～ 蓬莱人,Extend Ash ～ 蓬莱人,76,81,1272.0,79.0,162.0,952.0,37970.0,0.08298319327731092,0.02507242559915723,128.0,56.0,985.0,1.0,1028.0,jp_modern_official_json,1,,1
jp,21,JP21,music,345,星条旗的小丑,星条旗のピエロ,星条旗的小丑,77,71,1250.0,67.0,60.0,1056.0,37970.0,0.0634469696969697,0.027811430076376088,161.0,33.0,602.0,0.0,632.0,jp_modern_official_json,1,克劳恩皮丝,1
jp,21,JP21,music,8,伏瓦鲁魔法图书馆,ヴワル魔法図書館,伏瓦鲁魔法图书馆,78,74,1240.0,71.0,92.0,1006.0,37970.0,0.0705765407554672,0.026494601000790097,125.0,41.0,1106.0,3.0,1151.0,jp_modern_official_json,1,帕秋莉·诺蕾姬,1
jp,21,JP21,music,122,命运的阴暗面,運命のダークサイド,命运的阴暗面,78,77,1240.0,85.0,106.0,964.0,37970.0,0.08817427385892117,0.025388464577297865,138.0,31.0,1010.0,2.0,1058.0,jp_modern_official_json,1,键山雏,1
jp,21,JP21,music,636,天空的格林尼治,天空のグリニッジ,天空的格林尼治,80,83,1227.0,91.0,98.0,947.0,37970.0,0.09609292502639916,0.02494074269159863,117.0,31.0,906.0,3.0,947.0,jp_modern_official_json,1,,1
jp,21,JP21,music,4,lunateelf,ルーネイトエルフ,Lunate Elf,81,82,1203.0,80.0,94.0,949.0,37970.0,0.08429926238145416,0.02499341585462207,132.0,40.0,967.0,3.0,1000.0,jp_modern_official_json,1,大妖精,1
jp,21,JP21,music,171,绿眼的嫉妒,緑眼のジェラシー,绿眼的嫉妒,82,87,1184.0,125.0,82.0,852.0,37970.0,0.1467136150234742,0.02243876744798525,104.0,32.0,1102.0,6.0,1131.0,jp_modern_official_json,1,水桥帕露西,1
jp,21,JP21,music,370,crazybackdancers,クレイジーバックダンサーズ,Crazy Back Dancers,83,84,1181.0,83.0,84.0,931.0,37970.0,0.08915145005370569,0.024519357387411116,178.0,28.0,329.0,0.0,354.0,jp_modern_official_json,1,尔子田里乃|丁礼田舞,1
jp,21,JP21,music,120,会受稻田姬的斥责啦,稲田姫様に叱られるから,会受稻田姬的斥责啦,84,79,1172.0,50.0,110.0,962.0,37970.0,0.05197505197505198,0.025335791414274427,131.0,34.0,1120.0,6.0,1155.0,jp_modern_official_json,1,秋穰子,1
jp,21,JP21,music,43,令人怀念的东方之血,懐かしき東方の血　～ Old World,令人怀念的东方之血 ～ Old World,85,85,1171.0,75.0,106.0,915.0,37970.0,0.08196721311475409,0.024097972083223597,109.0,56.0,1268.0,7.0,1305.0,jp_modern_official_json,1,上白泽慧音,1
jp,21,JP21,music,37,樱花樱花japanizedream,さくらさくら　～ Japanize Dream...,樱花樱花 ～ Japanize Dream...,86,78,1165.0,41.0,120.0,963.0,37970.0,0.04257528556593977,0.025362127995786146,124.0,24.0,939.0,6.0,975.0,jp_modern_official_json,1,,1
jp,21,JP21,music,153,东方绯想天,東方緋想天,东方绯想天,87,93,1125.0,132.0,92.0,769.0,37970.0,0.1716514954486346,0.02025283118251251,106.0,9.0,275.0,2.0,291.0,jp_modern_official_json,1,,1
jp,21,JP21,music,834,プレステジョアンの黄金境,プレステ・ジョアンの黄金境,,88,86,1101.0,64.0,101.0,872.0,37970.0,0.07339449541284404,0.022965499078219646,204.0,12.0,12.0,1.0,54.0,jp_modern_official_json,,,1
jp,21,JP21,music,44,plainasia,プレインエイジア,Plain Asia,89,88,1085.0,77.0,85.0,846.0,37970.0,0.09101654846335698,0.022280747958914934,118.0,47.0,1225.0,4.0,1268.0,jp_modern_official_json,1,上白泽慧音,1
jp,21,JP21,music,189,请注意万年备用伞,万年置き傘にご注意を,请注意万年备用伞,90,92,1081.0,115.0,71.0,780.0,37970.0,0.14743589743589744,0.020542533579141427,136.0,39.0,1015.0,4.0,1048.0,jp_modern_official_json,1,多多良小伞,1
jp,21,JP21,music,490,梦消失lostdream,夢消失　～ Lost Dream,梦消失 ～ Lost Dream,91,91,1068.0,88.0,91.0,801.0,37970.0,0.10986267166042447,0.02109560179088754,130.0,11.0,382.0,5.0,402.0,jp_modern_official_json,1,,1
jp,21,JP21,music,48,灰姑娘的笼子,シンデレラケージ　～ Kagome-Kagome,灰姑娘的笼子 ～ Kagome-Kagome,92,89,1053.0,72.0,85.0,824.0,37970.0,0.08737864077669903,0.021701343165657097,101.0,45.0,1231.0,4.0,1276.0,jp_modern_official_json,1,因幡天为（因幡帝）,1
jp,21,JP21,music,266,亡失的情感,亡失のエモーション,亡失的情感,93,94,1044.0,115.0,72.0,742.0,37970.0,0.15498652291105122,0.019541743481696076,104.0,34.0,591.0,1.0,619.0,jp_modern_official_json,1,秦心,1
jp,21,JP21,music,341,永远的春梦,永遠の春夢,永远的春梦,94,90,1036.0,79.0,74.0,804.0,37970.0,0.09825870646766169,0.021174611535422702,110.0,33.0,464.0,1.0,490.0,jp_modern_official_json,1,哆来咪·苏伊特,1
jp,21,JP21,music,12,特佩斯的年幼末裔,ツェペシュの幼き末裔,特佩斯的年幼末裔,95,95,937.0,41.0,115.0,740.0,37970.0,0.05540540540540541,0.019489070318672638,96.0,29.0,663.0,1.0,691.0,jp_modern_official_json,1,,1
jp,21,JP21,music,23,布加勒斯特的人偶师,ブクレシュティの人形師,布加勒斯特的人偶师,96,98,926.0,64.0,88.0,710.0,37970.0,0.09014084507042254,0.01869897287332104,77.0,34.0,1293.0,4.0,1343.0,jp_modern_official_json,1,爱丽丝·玛格特洛依德,1
jp,21,JP21,music,246,古老的元神,古きユアンシェン,古老的元神,97,97,913.0,66.0,60.0,721.0,37970.0,0.09153952843273232,0.01898867526994996,117.0,26.0,719.0,0.0,747.0,jp_modern_official_json,1,霍青娥,1
jp,21,JP21,music,344,遥遥38万公里的航程,遥か38万キロのボヤージュ,遥遥38万公里的航程,98,96,896.0,45.0,71.0,735.0,37970.0,0.061224489795918366,0.01935738741111404,93.0,13.0,273.0,0.0,291.0,jp_modern_official_json,1,克劳恩皮丝,1
jp,21,JP21,music,45,永夜的报应imperishablenight,永夜の報い　～ Imperishable Night,永夜的报应 ～ Imperishable Night,99,99,895.0,66.0,75.0,688.0,37970.0,0.09593023255813954,0.01811956808006321,95.0,23.0,480.0,0.0,501.0,jp_modern_official_json,1,,1
jp,21,JP21,music,598,reincarnation,リーインカーネイション,Reincarnation,100,100,880.0,60.0,76.0,684.0,37970.0,0.08771929824561403,0.01801422175401633,122.0,29.0,540.0,7.0,575.0,jp_modern_official_json,1,,1
jp,21,JP21,music,74,demystifyfeast,Demystify Feast,Demystify Feast,101,104,857.0,66.0,79.0,646.0,37970.0,0.1021671826625387,0.017013431656570977,113.0,4.0,371.0,1.0,379.0,jp_modern_official_json,1,,1
jp,21,JP21,music,115,东之国的不眠夜,東の国の眠らない夜,东之国的不眠夜,102,101,845.0,54.0,58.0,679.0,37970.0,0.07952871870397643,0.01788253884645773,89.0,22.0,651.0,7.0,671.0,jp_modern_official_json,1,,1
jp,21,JP21,music,18,妖妖梦snoworcherrypetal,妖々夢　～ Snow or Cherry Petal,妖妖梦 ～ Snow or Cherry Petal,103,102,844.0,49.0,76.0,670.0,37970.0,0.07313432835820896,0.017645509612852252,72.0,20.0,605.0,1.0,624.0,jp_modern_official_json,1,,1
jp,21,JP21,music,19,无何有之乡deepmountain,無何有の郷　～ Deep Mountain,无何有之乡 ～ Deep Mountain,104,106,818.0,52.0,75.0,639.0,37970.0,0.081377151799687,0.01682907558598894,91.0,37.0,1162.0,4.0,1206.0,jp_modern_official_json,1,,1
jp,21,JP21,music,9006,樱花之恋塚,桜花之恋塚,樱花之恋塚,105,121,794.0,90.0,63.0,551.0,37970.0,0.16333938294010888,0.014511456412957598,71.0,18.0,374.0,0.0,391.0,jp_modern_official_json,1,,1
jp,21,JP21,music,105,今昔幻想乡,今昔幻想郷　～ Flower Land,今昔幻想乡 ～ Flower Land,106,115,792.0,73.0,49.0,597.0,37970.0,0.12227805695142378,0.01572293916249671,69.0,32.0,918.0,1.0,951.0,jp_modern_official_json,1,风见幽香,1
jp,21,JP21,music,34,妖妖跋扈,妖々跋扈　～ Who done it!,妖妖跋扈 ～ Who done it!,106,103,792.0,41.0,62.0,648.0,37970.0,0.06327160493827161,0.017066104819594415,81.0,21.0,513.0,1.0,539.0,jp_modern_official_json,1,八云蓝,2
jp,21,JP21,music,800,越轨者们的无碍光,逸脱者達の無礙光　～ Kingdom of Nothingness,越轨者们的无碍光 ～ Kingdam of Nothingness.,108,112,791.0,63.0,59.0,606.0,37970.0,0.10396039603960396,0.015959968396102187,102.0,29.0,91.0,0.0,113.0,jp_modern_official_json,1,日白残无,1
jp,21,JP21,music,286,幻想净琉璃,幻想浄瑠璃,幻想净琉璃,109,111,780.0,54.0,62.0,610.0,37970.0,0.08852459016393442,0.016065314722149063,72.0,14.0,319.0,3.0,334.0,jp_modern_official_json,1,九十九弁弁|九十九八桥,1
jp,21,JP21,music,162,夜幕降临,夜が降りてくる,夜幕降临,110,105,779.0,41.0,53.0,644.0,37970.0,0.06366459627329192,0.01696075849354754,78.0,21.0,464.0,1.0,484.0,jp_modern_official_json,1,八云紫,1
jp,21,JP21,music,192,幽灵客船的穿越时空之旅,幽霊客船の時空を越えた旅,幽灵客船的穿越时空之旅,110,109,779.0,51.0,56.0,621.0,37970.0,0.0821256038647343,0.016355017118777983,91.0,31.0,676.0,3.0,702.0,jp_modern_official_json,1,,1
jp,21,JP21,music,451,永远之巫女,永遠の巫女,永远之巫女,112,120,778.0,77.0,65.0,559.0,37970.0,0.13774597495527727,0.014722149065051357,93.0,19.0,397.0,5.0,417.0,jp_modern_official_json,1,,1
jp,21,JP21,music,106,彼岸归航,彼岸帰航　～ Riverside View,彼岸归航 ～ Riverside View,113,110,775.0,52.0,59.0,612.0,37970.0,0.08496732026143791,0.016117987885172505,98.0,47.0,1107.0,6.0,1155.0,jp_modern_official_json,1,小野塚小町,1
jp,21,JP21,music,835,どうせなら命を賭けて謎を解け,どうせなら命を賭けて謎を解け,,114,108,750.0,30.0,59.0,631.0,37970.0,0.04754358161648178,0.01661838293389518,120.0,14.0,14.0,1.0,71.0,jp_modern_official_json,,,1
jp,21,JP21,music,278,不可思议的驱魔棒,不思議なお祓い棒,不可思议的驱魔棒,115,114,749.0,46.0,53.0,604.0,37970.0,0.076158940397351,0.015907295233078746,86.0,9.0,224.0,1.0,231.0,jp_modern_official_json,1,,1
jp,21,JP21,music,603,少女秘封俱乐部,少女秘封倶楽部,少女秘封俱乐部,116,119,748.0,65.0,55.0,563.0,37970.0,0.11545293072824156,0.014827495391098235,97.0,37.0,965.0,2.0,995.0,jp_modern_official_json,1,,1
jp,21,JP21,music,172,漫游旧地狱街道,旧地獄街道を行く,漫游旧地狱街道,117,112,737.0,41.0,49.0,606.0,37970.0,0.06765676567656766,0.015959968396102187,91.0,23.0,670.0,2.0,698.0,jp_modern_official_json,1,星熊勇仪,1
jp,21,JP21,music,177,尸体旅行,死体旅行　～ Be of good cheer!,尸体旅行 ～ Be of good cheer!,118,118,736.0,57.0,51.0,571.0,37970.0,0.09982486865148861,0.015038188043191994,82.0,54.0,1139.0,3.0,1177.0,jp_modern_official_json,1,火焰猫燐,1
jp,21,JP21,music,749,灭杀龙王的公主,龍王殺しのプリンセス,灭杀龙王的公主,119,116,723.0,38.0,54.0,593.0,37970.0,0.06408094435075885,0.015617592836449829,93.0,22.0,170.0,0.0,191.0,jp_modern_official_json,1,姬虫百百世,1
jp,21,JP21,music,9009,未知物x,アンノウンX,未知物X,120,107,722.0,24.0,38.0,636.0,37970.0,0.03773584905660377,0.01675006584145378,86.0,8.0,153.0,3.0,163.0,jp_modern_official_json,1,,1
jp,21,JP21,music,744,渴盼已久的逢魔之刻,待ちわびた逢魔が時,渴盼已久的逢魔之刻,121,117,715.0,42.0,50.0,581.0,37970.0,0.07228915662650602,0.015301553858309192,91.0,9.0,99.0,0.0,116.0,jp_modern_official_json,1,菅牧典,1
jp,21,JP21,music,745,天魔之山漫天星,星降る天魔の山,天魔之山漫天星,122,122,710.0,48.0,65.0,549.0,37970.0,0.08743169398907104,0.014458783249934158,88.0,19.0,168.0,1.0,179.0,jp_modern_official_json,1,饭纲丸龙,1
jp,21,JP21,music,334,lastoccultism,ラストオカルティズム　～ 現し世の秘術師,Last Occultism ～ 现世的秘术师,123,123,698.0,60.0,51.0,527.0,37970.0,0.11385199240986717,0.013879378456676323,76.0,22.0,326.0,0.0,344.0,jp_modern_official_json,1,宇佐见堇子,1
jp,21,JP21,music,772,贪欲之兽的记忆,強欲な獣のメメント,贪欲之兽的记忆,124,126,672.0,53.0,49.0,517.0,37970.0,0.10251450676982592,0.013616012641559126,60.0,17.0,61.0,0.0,72.0,jp_modern_official_json,1,饕餮尤魔,1
jp,21,JP21,music,342,冻结的永远之都,凍り付いた永遠の都,冻结的永远之都,125,131,668.0,52.0,55.0,509.0,37970.0,0.10216110019646366,0.013405319989465368,71.0,23.0,283.0,1.0,301.0,jp_modern_official_json,1,稀神探女,1
jp,21,JP21,music,440,unlocatedhell,アンロケイテッドヘル,Unlocated Hell,126,124,665.0,44.0,52.0,525.0,37970.0,0.0838095238095238,0.013826705293652883,83.0,9.0,131.0,0.0,137.0,jp_modern_official_json,1,,1
jp,21,JP21,music,640,卫星露天咖啡座,衛星カフェテラス,卫星露天咖啡座,127,129,663.0,52.0,49.0,510.0,37970.0,0.10196078431372549,0.013431656570977087,60.0,25.0,476.0,0.0,498.0,jp_modern_official_json,1,,1
jp,21,JP21,music,773,全有机体的记忆,有機体全てのメメント　～ Memory of Fossil Energy.,全有机体的记忆 ～ Memory of Fossil Energy.,128,126,661.0,47.0,50.0,517.0,37970.0,0.09090909090909091,0.013616012641559126,56.0,12.0,64.0,0.0,75.0,jp_modern_official_json,1,饕餮尤魔,1
jp,21,JP21,music,29,ultimatetruth,アルティメットトゥルース,Ultimate Truth,129,129,649.0,40.0,59.0,510.0,37970.0,0.0784313725490196,0.013431656570977087,85.0,16.0,790.0,0.0,813.0,jp_modern_official_json,1,,1
jp,21,JP21,music,239,死灵的夜樱,死霊の夜桜,死灵的夜樱,129,132,649.0,54.0,46.0,495.0,37970.0,0.10909090909090909,0.01303660784830129,64.0,33.0,770.0,4.0,801.0,jp_modern_official_json,1,西行寺幽幽子,1
jp,21,JP21,music,53,voyage1970,ヴォヤージュ1970,Voyage1970,131,124,644.0,36.0,47.0,525.0,37970.0,0.06857142857142857,0.013826705293652883,58.0,12.0,263.0,2.0,275.0,jp_modern_official_json,1,蓬莱山辉夜|八意永琳,1
jp,21,JP21,music,136,绯想天,緋想天,绯想天,132,140,632.0,60.0,50.0,462.0,37970.0,0.12987012987012986,0.012167500658414538,42.0,6.0,143.0,1.0,146.0,jp_modern_official_json,1,,1
jp,21,JP21,music,95,orientaldarkflight,オリエンタルダークフライト,Oriental Dark Flight,133,138,628.0,48.0,57.0,475.0,37970.0,0.10105263157894737,0.012509876218066896,78.0,29.0,751.0,1.0,784.0,jp_modern_official_json,1,雾雨魔理沙,1
jp,21,JP21,music,226,无间之钟infinitenightmare,無間の鐘　～ Infinite Nightmare,无间之钟 ～ Infinite Nightmare,134,134,622.0,47.0,44.0,484.0,37970.0,0.09710743801652892,0.012746905451672372,60.0,15.0,563.0,4.0,586.0,jp_modern_official_json,1,,1
jp,21,JP21,music,58,东方妖怪小町,東方妖怪小町,东方妖怪小町,135,128,613.0,36.0,29.0,512.0,37970.0,0.0703125,0.013484329734000527,59.0,16.0,347.0,1.0,356.0,jp_modern_official_json,1,,1
