platform,community,poll_alignment,video_id,url,published_date,duration,title,author,metric_1_current,metric_2_current,metric_3_current,metric_4_current,metric_5_current,observed_at,content_type,mentioned_rounds,source_page,coverage_note
Niconico,JP,JP_poll,sm32594762,https://www.nicovideo.jp/watch/sm32594762,2018/1/16,2:52,【東方MMD】大人気キャラのPR動画だよ♪【第14回東方人気投票】,木守日あぐり,"1,029",14,1,5,0,2026-08-23,meme_or_derivative,14,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=6,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm23034377,https://www.nicovideo.jp/watch/sm23034377,2014/3/6,4:49,【第1回～第10回】グラフで振り返る東方シリーズ人気投票キャラ部門 (4),無投票落選,"1,650",38,1,3,,2026-08-23,longitudinal_or_analysis,1|10,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=6,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm26489809,https://www.nicovideo.jp/watch/sm26489809,2015/6/14,9:22,第11回東方Project人気投票 長文コメント集（1/3）音楽部門,さいはて,"1,132",23,1,5,0,2026-08-23,music_result,11,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=6,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm30390286,https://www.nicovideo.jp/watch/sm30390286,2017/1/8,3:41,【東方MMD】ルミフラで林檎花火とソーダの海,(rysis,801,7,1,9,,2026-08-23,meme_or_derivative,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=6,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm30662567,https://www.nicovideo.jp/watch/sm30662567,2017/2/18,8:54,修正【第13回東方人気投票メドレー】上を見上げる者達【音楽200～101】,ひみのゆり,1.3万,156,0,74,0,2026-08-23,music_result,13,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=6,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm26490004,https://www.nicovideo.jp/watch/sm26490004,2015/6/14,14:24,【東方】第11回東方Project人気投票キャラアンケ＆相関まとめ,,"3,562",208,0,16,0,2026-08-23,other_tagged,11,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=6,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm32585364,https://www.nicovideo.jp/watch/sm32585364,2018/1/14,3:07,【第14回東方Project人気投票】もう投票はお済みでしょうか？,TGT-WIN,675,6,0,4,,2026-08-23,other_tagged,14,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=6,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm28103825,https://www.nicovideo.jp/watch/sm28103825,2016/1/29,25:23,第12回東方Project人気投票分析（理論編）,総督D,"4,224",221,0,31,,2026-08-23,longitudinal_or_analysis,12,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=6,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm27972300,https://www.nicovideo.jp/watch/sm27972300,2016/1/9,3:26,【人気投票支援】こいしでシュレディンガイガーのこねこ【東方MMD】,猫型dog,"1,163",82,1,16,,2026-08-23,meme_or_derivative,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=6,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm27972317,https://www.nicovideo.jp/watch/sm27972317,2016/1/9,0:05,【第12回東方人気投票支援】霊夢さんの自己アピール,タコヤイ,540,2,0,3,,2026-08-23,support_or_campaign,12,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=6,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm27967502,https://www.nicovideo.jp/watch/sm27967502,2016/1/8,3:15,【第12回東方人気投票支援】こいしでELECT【東方MMD】,なぽり,"3,485",22,3,40,,2026-08-23,meme_or_derivative,12,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=6,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm27953262,https://www.nicovideo.jp/watch/sm27953262,2016/1/6,2:38,【人気投票支援】こいしで恋はきっと急上昇☆【東方MMD】,猫型dog,"2,463",69,0,27,,2026-08-23,meme_or_derivative,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=7,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm26437174,https://www.nicovideo.jp/watch/sm26437174,2015/6/7,5:27,【目で見る】第11回東方Project人気投票【順位/得票俯瞰】,さいはて,"4,041",171,1,23,0,2026-08-23,other_tagged,11,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=7,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm27968505,https://www.nicovideo.jp/watch/sm27968505,2016/1/8,4:25,【第12回東方人気投票支援】七変化アリスさんでtell your world,夏みかん,"1,238",15,0,18,0,2026-08-23,support_or_campaign,12,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=7,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm23026257,https://www.nicovideo.jp/watch/sm23026257,2014/3/5,5:41,【第1回～第10回】グラフで振り返る東方シリーズ人気投票キャラ部門 (3),無投票落選,"1,702",53,0,7,,2026-08-23,longitudinal_or_analysis,1|10,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=7,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm27945313,https://www.nicovideo.jp/watch/sm27945313,2016/1/5,3:53,【人気投票支援】こいしでGirls【東方MMD】,猫型dog,"5,959",105,1,86,0,2026-08-23,meme_or_derivative,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=7,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm27960242,https://www.nicovideo.jp/watch/sm27960242,2016/1/7,3:54,【人気投票支援動画】霊夢でGirls【東方MMD】,蒼青,"1,299",12,0,9,,2026-08-23,meme_or_derivative,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=7,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm27972402,https://www.nicovideo.jp/watch/sm27972402,2016/1/9,3:13,【人気投票支援】さとりでJust Be Friends【東方MMD】,猫型dog,"1,234",4,0,15,,2026-08-23,meme_or_derivative,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=7,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm45372260,https://www.nicovideo.jp/watch/sm45372260,2025/9/5,36:48,【第21回東方Project人気投票】東方ダンマクカグラゲームプレイで聞く音楽部門ランキング,野今譜音【Vtuber】,68,0,2,0,0,2026-08-23,music_result,21,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=7,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm43950106,https://www.nicovideo.jp/watch/sm43950106,2024/8/11,22:25,第20回東方Project人気投票で投票したり語ったりする動画,ブロカビ海月,47,0,0,0,0,2026-08-23,other_tagged,20,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=7,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm41140578,https://www.nicovideo.jp/watch/sm41140578,2022/9/27,0:15,フラン1位記念動画,桜咲ch(Cherry,82,0,0,0,0,2026-08-23,other_tagged,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=7,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm40922930,https://www.nicovideo.jp/watch/sm40922930,2022/8/14,41:59,第10回 中国版 東方Project人気投票 音楽部門ランキング TOP50,Darkhan,331,0,0,1,0,2026-08-23,music_result,10,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=7,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm39504929,https://www.nicovideo.jp/watch/sm39504929,2021/10/19,9:57,【ゆっくり実況】「夢」とﾛｸﾃﾞﾅｼは仲良し【FGO #1.5】,ヒの月,132,0,1,1,0,2026-08-23,other_tagged,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=7,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
