round,poll_period,character,rank,rank_prev,points,primary_num,comment_num,official_support_count,score_source,source_path
9,2012-02-19—2012-02-25,ナズーリン,39,27,2426,293,549,,legacy_official_html_table,data_raw/jp_official_legacy/round_09/aggregate/result_char.html.tables.json
9,2012-02-19—2012-02-25,霍 青娥,40,,2344,213,686,,legacy_official_html_table,data_raw/jp_official_legacy/round_09/aggregate/result_char.html.tables.json
9,2012-02-19—2012-02-25,豊聡耳 神子,41,,2261,210,590,,legacy_official_html_table,data_raw/jp_official_legacy/round_09/aggregate/result_char.html.tables.json
9,2012-02-19—2012-02-25,火焔猫 燐,42,40,2257,305,592,,legacy_official_html_table,data_raw/jp_official_legacy/round_09/aggregate/result_char.html.tables.json
9,2012-02-19—2012-02-25,小野塚 小町,43,41,2234,307,541,,legacy_official_html_table,data_raw/jp_official_legacy/round_09/aggregate/result_char.html.tables.json
9,2012-02-19—2012-02-25,八坂 神奈子,44,39,2228,386,548,,legacy_official_html_table,data_raw/jp_official_legacy/round_09/aggregate/result_char.html.tables.json
9,2012-02-19—2012-02-25,ミスティア・ローレライ,45,43,2157,436,589,,legacy_official_html_table,data_raw/jp_official_legacy/round_09/aggregate/result_char.html.tables.json
9,2012-02-19—2012-02-25,大妖精,46,47,2149,348,581,,legacy_official_html_table,data_raw/jp_official_legacy/round_09/aggregate/result_char.html.tables.json
9,2012-02-19—2012-02-25,寅丸 星,47,36,2027,271,501,,legacy_official_html_table,data_raw/jp_official_legacy/round_09/aggregate/result_char.html.tables.json
9,2012-02-19—2012-02-25,宇佐見 蓮子,48,45,1962,218,510,,legacy_official_html_table,data_raw/jp_official_legacy/round_09/aggregate/result_char.html.tables.json
9,2012-02-19—2012-02-25,姫海棠 はたて,49,42,1838,126,524,,legacy_official_html_table,data_raw/jp_official_legacy/round_09/aggregate/result_char.html.tables.json
9,2012-02-19—2012-02-25,八意 永琳,50,44,1725,256,422,,legacy_official_html_table,data_raw/jp_official_legacy/round_09/aggregate/result_char.html.tables.json
9,2012-02-19—2012-02-25,秋 静葉,51,48,1684,212,436,,legacy_official_html_table,data_raw/jp_official_legacy/round_09/aggregate/result_char.html.tables.json
9,2012-02-19—2012-02-25,秋 穣子,52,46,1647,182,440,,legacy_official_html_table,data_raw/jp_official_legacy/round_09/aggregate/result_char.html.tables.json
9,2012-02-19—2012-02-25,橙,53,51,1637,236,519,,legacy_official_html_table,data_raw/jp_official_legacy/round_09/aggregate/result_char.html.tables.json
9,2012-02-19—2012-02-25,森近 霖之助,54,49,1580,386,433,,legacy_official_html_table,data_raw/jp_official_legacy/round_09/aggregate/result_char.html.tables.json
9,2012-02-19—2012-02-25,宮古 芳香,55,,1509,96,431,,legacy_official_html_table,data_raw/jp_official_legacy/round_09/aggregate/result_char.html.tables.json
9,2012-02-19—2012-02-25,小悪魔,56,55,1451,187,355,,legacy_official_html_table,data_raw/jp_official_legacy/round_09/aggregate/result_char.html.tables.json
9,2012-02-19—2012-02-25,幽谷 響子,57,,1440,84,453,,legacy_official_html_table,data_raw/jp_official_legacy/round_09/aggregate/result_char.html.tables.json
9,2012-02-19—2012-02-25,星熊 勇儀,58,52,1429,178,361,,legacy_official_html_table,data_raw/jp_official_legacy/round_09/aggregate/result_char.html.tables.json
9,2012-02-19—2012-02-25,村紗 水蜜,59,50,1394,181,334,,legacy_official_html_table,data_raw/jp_official_legacy/round_09/aggregate/result_char.html.tables.json
9,2012-02-19—2012-02-25,二ッ岩 マミゾウ,60,,1298,114,408,,legacy_official_html_table,data_raw/jp_official_legacy/round_09/aggregate/result_char.html.tables.json
9,2012-02-19—2012-02-25,稗田 阿求,61,64,1294,156,346,,legacy_official_html_table,data_raw/jp_official_legacy/round_09/aggregate/result_char.html.tables.json
9,2012-02-19—2012-02-25,ルナサ・プリズムリバー,62,53,1250,225,319,,legacy_official_html_table,data_raw/jp_official_legacy/round_09/aggregate/result_char.html.tables.json
9,2012-02-19—2012-02-25,因幡 てゐ,63,54,1198,174,296,,legacy_official_html_table,data_raw/jp_official_legacy/round_09/aggregate/result_char.html.tables.json
9,2012-02-19—2012-02-25,黒谷 ヤマメ,64,58,1147,174,331,,legacy_official_html_table,data_raw/jp_official_legacy/round_09/aggregate/result_char.html.tables.json
9,2012-02-19—2012-02-25,メディスン・メランコリー,65,59,1049,181,307,,legacy_official_html_table,data_raw/jp_official_legacy/round_09/aggregate/result_char.html.tables.json
9,2012-02-19—2012-02-25,岡崎 夢美,65,65,1049,104,305,,legacy_official_html_table,data_raw/jp_official_legacy/round_09/aggregate/result_char.html.tables.json
9,2012-02-19—2012-02-25,リグル・ナイトバグ,67,63,956,245,259,,legacy_official_html_table,data_raw/jp_official_legacy/round_09/aggregate/result_char.html.tables.json
