bv,url,title,author,published_date_display,published_date,date_precision,view_display,view_snapshot,danmaku_display,danmaku_snapshot,duration,content_category,poll_region_alignment,mentioned_rounds,character_mentions_cn,search_query,first_result_page,all_result_pages,observed_at,coverage_note
BV1jN4y1f71z,https://www.bilibili.com/video/BV1jN4y1f71z/,第19回东方Project人气投票 人妖部门,伊吹小秋,2023-09-30,2023-09-30,day,13.8万,138000,4067,4067,21:35,result_or_ranking,jp_poll,19,,东方Project人气投票,1,1,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV16z4y1G7N8,https://www.bilibili.com/video/BV16z4y1G7N8/,第19回东方project角色人气投票现状,账号已注销,2023-10-01,2023-10-01,day,5097,5097,15,15,02:18,other_direct_poll_item,region_unspecified,19,,东方Project人气投票,9,9,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Gu4y1t7mk,https://www.bilibili.com/video/BV1Gu4y1t7mk/,[恋跳二创剧组趣事]众组员知道了东方人气投票的反应,唯一神里香,2023-10-01,2023-10-01,day,,,,,,meme_or_derivative,region_unspecified,,,东方Project人气投票,20,20,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Xu4y147LL,https://www.bilibili.com/video/BV1Xu4y147LL/,【东方Project】第19回东方人气投票 音乐部门 TOP50 速报版,阿布苏卡,2023-10-01,2023-10-01,day,2.7万,27000,776,776,36:00,result_or_ranking,region_unspecified,19,,东方Project人气投票,12,12,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1gw411a7F2,https://www.bilibili.com/video/BV1gw411a7F2/,【东方MMD】第十九回人气投票魔理沙夺冠结算动画,我说互联网害人,2023-10-01,2023-10-01,day,5423,5423,102,102,02:19,meme_or_derivative,region_unspecified,,雾雨魔理沙,东方Project人气投票,26,26,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1u84y1S7gR,https://www.bilibili.com/video/BV1u84y1S7gR/,东方19回人气投票第一 be like：,摆烂の灵梦,2023-10-01,2023-10-01,day,5.1万,51000,11,11,00:29,other_direct_poll_item,region_unspecified,,,东方Project人气投票,13,13,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1584y1S7Rf,https://www.bilibili.com/video/BV1584y1S7Rf/,【东方MMD】人气投票结果公布后的众人,卡特琳Katein,2023-10-02,2023-10-02,day,,,,,,meme_or_derivative,region_unspecified,,,东方Project人气投票,26,26,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV11C4y1L7A3,https://www.bilibili.com/video/BV11C4y1L7A3/,【东方新闻月报】东方人气投票，灵梦新手办预售，Bad apple千万播放【2023年9月刊】,Zihao-雾湖之光,2023-10-06,2023-10-06,day,,,,,,other_direct_poll_item,region_unspecified,,博丽灵梦,东方Project人气投票,31,31,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV15h4y1q7hz,https://www.bilibili.com/video/BV15h4y1q7hz/,【東方MMD】2023版 東方19回人気投票結果,吃瓜看戏龙神,2023-10-14,2023-10-14,day,2.4万,24000,337,337,10:45,meme_or_derivative,region_unspecified,,,东方Project人气投票,2,2,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1ve411X7k9,https://www.bilibili.com/video/BV1ve411X7k9/,【东方MMD】2023年 东方角色按人气顺序排列第19次人气投票结果【Touhou Project】2023 19th voting results,Hu-Official,2023-11-06,2023-11-06,day,1803,1803,15,15,10:45,meme_or_derivative,region_unspecified,,,东方Project人气投票,4,4,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV12a4y1o7Mw,https://www.bilibili.com/video/BV12a4y1o7Mw/,【东方主题群活】魅音幻想第一次东方角色人气投票排名列表【人气排名向】,守矢の神人苗苗_,2023-12-04,2023-12-04,day,812,812,1,1,18:07,result_or_ranking,region_unspecified,,,东方Project人气投票,16,16,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Pc411D7YN,https://www.bilibili.com/video/BV1Pc411D7YN/,【东方主题群活】魅音幻想第一次东方角色人气投票排名（旧作部分）,守矢の神人苗苗_,2023-12-06,2023-12-06,day,541,541,4,4,08:45,result_or_ranking,region_unspecified,,,东方Project人气投票,8,8,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Ba4y167Sf,https://www.bilibili.com/video/BV1Ba4y167Sf/,【第11回中文东方人气投票应援】东方决斗大师,爰莉卡牌,2023-12-24,2023-12-24,day,,,,,,support_or_mobilization,cn_poll,11,,东方Project人气投票,22,22,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1F94y1c7vY,https://www.bilibili.com/video/BV1F94y1c7vY/,关于东方角色人气投票的小花絮,稳重的奥古斯都,2023-12-29,2023-12-29,day,,,,,,other_direct_poll_item,region_unspecified,,,东方Project人气投票,28,28,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Rp4y197yz,https://www.bilibili.com/video/BV1Rp4y197yz/,【东方手书】云居一轮的人气排名又掉了……（摆烂氏反向应援）,想看鸟的almin,2023-12-29,2023-12-29,day,,,,,,support_or_mobilization,region_unspecified,,云居一轮,东方Project人气投票,25,25,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1864y1n73s,https://www.bilibili.com/video/BV1864y1n73s/,关于东方人气角色投票的小花絮2,稳重的奥古斯都,2023-12-30,2023-12-30,day,,,,,,other_direct_poll_item,region_unspecified,,,东方Project人气投票,15,15,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Fi4y1r7Rr,https://www.bilibili.com/video/BV1Fi4y1r7Rr/,第十一回中文东方人气投票,AAA天使肉包子批发,2023-12-30,2023-12-30,day,,,,,,other_direct_poll_item,cn_poll,,,东方Project人气投票,19,19,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1fT4y1p7au,https://www.bilibili.com/video/BV1fT4y1p7au/,【东方人气投票应援】妖妖梦L莉莉全避！,リリーブラック,2023-12-30,2023-12-30,day,,,,,,support_or_mobilization,region_unspecified,,魂魄妖梦,东方Project人气投票,19,19,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1w5411z77r,https://www.bilibili.com/video/BV1w5411z77r/,关于东方人气角色投票的小花絮3,稳重的奥古斯都,2023-12-30,2023-12-30,day,,,,,,other_direct_poll_item,region_unspecified,,,东方Project人气投票,29,29,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV16p4y1R7Ge,https://www.bilibili.com/video/BV16p4y1R7Ge/,[东方人气投票应援]当被问起车万爱好的口味？,唯一神里香,2024-01-01,2024-01-01,day,,,,,,support_or_mobilization,region_unspecified,,,东方Project人气投票,30,30,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1qe411E7U6,https://www.bilibili.com/video/BV1qe411E7U6/,【投票结果速报】第十一届国区东方人气投票 角色部门结果速报,Zihao-雾湖之光,2024-01-24,2024-01-24,day,8456,8456,99,99,04:08,result_or_ranking,cn_poll,,,东方Project人气投票,26,26,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1MW4y1c7m5,https://www.bilibili.com/video/BV1MW4y1c7m5/,【东方Project】第11回东方中文人气投票 音乐部门 TOP100 速报版,阿布苏卡,2024-01-25,2024-01-25,day,3.8万,38000,1710,1710,01:00:00,result_or_ranking,cn_poll,11,,东方Project人气投票,6,6,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1V64y1w7R8,https://www.bilibili.com/video/BV1V64y1w7R8/,【超甜CP大赏】第十一届国区东方人气投票 角色组合（CP）部门 TOP50（附投票理由）,Zihao-雾湖之光,2024-01-25,2024-01-25,day,2.1万,21000,268,268,07:34,result_or_ranking,cn_poll,,,东方Project人气投票,2,2,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Xc411e7n2,https://www.bilibili.com/video/BV1Xc411e7n2/,【东方Project】第11回东方中文人气投票 角色部门 TOP191 速报版,阿布苏卡,2024-01-25,2024-01-25,day,2.6万,26000,823,823,30:00,result_or_ranking,cn_poll,11,,东方Project人气投票,3,3,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Lc411v7QG,https://www.bilibili.com/video/BV1Lc411v7QG/,【东方Project】第11回东方中文人气投票 组合部门 TOP100 速报版,阿布苏卡,2024-01-28,2024-01-28,day,1.6万,16000,646,646,20:00,result_or_ranking,cn_poll,11,,东方Project人气投票,3,3,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1jW421P7TC,https://www.bilibili.com/video/BV1jW421P7TC/,灵梦听我说我要谢谢你(自己填词，中文翻唱安心食用致敬铃奈庵和东方人气投票),四方静土,2024-02-26,2024-02-26,day,210,210,0,0,00:50,other_direct_poll_item,cn_poll,,博丽灵梦,东方Project人气投票,22,22,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Gf421X7mq,https://www.bilibili.com/video/BV1Gf421X7mq/,【東方MMD】如果蕾米莉亚在人气投票中获得第一名的话,w腕琬碗,2024-06-02,2024-06-02,day,1062,1062,0,0,00:34,meme_or_derivative,region_unspecified,,蕾米莉亚·斯卡蕾特,东方Project人气投票,6,6,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1AsYYerEb9,https://www.bilibili.com/video/BV1AsYYerEb9/,東方20th人气投票 ~ Funky translation of Microsoft Edge,nomedican_,2024-08-09,2024-08-09,day,,,,,,other_direct_poll_item,region_unspecified,,,东方Project人气投票,27,27,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1EuYueeESk,https://www.bilibili.com/video/BV1EuYueeESk/,东方人气投票，我有四不投！😡👊,恋の幻想,2024-08-09,2024-08-09,day,1.1万,11000,14,14,01:26,other_direct_poll_item,region_unspecified,,,东方Project人气投票,3,3,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1SvYeeXEvk,https://www.bilibili.com/video/BV1SvYeeXEvk/,饲养员的东方project人气投票，当然有觉大人一票啦～,哈牛咪啪怪,2024-08-09,2024-08-09,day,815,815,1,1,01:42,other_direct_poll_item,jp_poll,,古明地觉,东方Project人气投票,11,11,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1HRYVeJEJg,https://www.bilibili.com/video/BV1HRYVeJEJg/,本人于今年2024年首次参加东方人气投票就将一二号票投给了紫大人和恋恋，望大伙周知。,轮椅小五郎,2024-08-10,2024-08-10,day,1807,1807,0,0,05:35,support_or_mobilization,region_unspecified,,古明地恋,东方Project人气投票,16,16,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV14z421i7wH,https://www.bilibili.com/video/BV14z421i7wH/,【2024东方人气投票】开始！给喜欢的角色、音乐、作品投上一票吧(简介评论有网址),雾雨威Channel,2024-08-11,2024-08-11,day,1.3万,13000,104,104,01:39,support_or_mobilization,region_unspecified,,,东方Project人气投票,17,17;18,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1oYYJedEtx,https://www.bilibili.com/video/BV1oYYJedEtx/,【东方MMD/中字】2024人气投票！,琉月稗浅,2024-08-11,2024-08-11,day,,,,,,meme_or_derivative,region_unspecified,,,东方Project人气投票,4,4,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1isYieMEja,https://www.bilibili.com/video/BV1isYieMEja/,第一次投东方人气投票，这是我的结果,小苑要沉稳,2024-08-12,2024-08-12,day,,,,,,result_or_ranking,region_unspecified,,,东方Project人气投票,17,17;18,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1jmeFe6EHN,https://www.bilibili.com/video/BV1jmeFe6EHN/,东方20回人气投票生草翻译大赏（人妖部门）,宇智波罗斯特,2024-08-12,2024-08-12,day,6116,6116,82,82,04:41,result_or_ranking,jp_poll,,,东方Project人气投票,1,1,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1P1Y1e1Em3,https://www.bilibili.com/video/BV1P1Y1e1Em3/,*当你东方人气投票没有给baka投票,R_Flerovium,2024-08-14,2024-08-14,day,,,,,,other_direct_poll_item,region_unspecified,,,东方Project人气投票,11,11,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1P4421S7ia,https://www.bilibili.com/video/BV1P4421S7ia/,东方人气投票开始了!C104特别刊!【文文新闻资讯处/东方情报资讯整理】,金剛大漢,2024-08-15,2024-08-15,day,,,,,,support_or_mobilization,region_unspecified,,射命丸文,东方Project人气投票,19,19,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Gnsce1Eob,https://www.bilibili.com/video/BV1Gnsce1Eob/,【快讯】第二十回（二0二四年）东方人气投票排行公布,千代敏儿,2024-08-24,2024-08-24,day,5461,5461,1,1,00:38,result_or_ranking,region_unspecified,,,东方Project人气投票,11,11,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1JZ421L7gx,https://www.bilibili.com/video/BV1JZ421L7gx/,第20回东方Project人气投票 人妖部门,伊吹小秋,2024-08-24,2024-08-24,day,11.4万,114000,3622,3622,21:17,result_or_ranking,jp_poll,20,,东方Project人气投票,1,1,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1K9sFePEVT,https://www.bilibili.com/video/BV1K9sFePEVT/,东方人气投票,可爱的小伞酱,2024-08-24,2024-08-24,day,,,,,,other_direct_poll_item,region_unspecified,,,东方Project人气投票,4,4,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1TYsceqEnX,https://www.bilibili.com/video/BV1TYsceqEnX/,重回东方人气投票第一的灵梦be like：,雨星-Ystar,2024-08-24,2024-08-24,day,1.7万,17000,16,16,01:32,other_direct_poll_item,region_unspecified,,博丽灵梦,东方Project人气投票,9,9,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1VJscejEZY,https://www.bilibili.com/video/BV1VJscejEZY/,（n站弹幕）东方Project人气投票2024开票速报 1-5名结果,大王君dwj,2024-08-24,2024-08-24,day,,,,,,result_or_ranking,jp_poll,,,东方Project人气投票,12,12,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1cFWfeHEyX,https://www.bilibili.com/video/BV1cFWfeHEyX/,[转载][生肉]2024年東方project人气投票结果,Go-Badaa-Ba,2024-08-24,2024-08-24,day,4.8万,48000,342,342,21:18,result_or_ranking,region_unspecified,,,东方Project人气投票,1,1,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1N5WqeaEPA,https://www.bilibili.com/video/BV1N5WqeaEPA/,【东方Project】第20回东方人气投票 音乐部门 TOP50 速报版,阿布苏卡,2024-08-25,2024-08-25,day,3.4万,34000,835,835,36:00,result_or_ranking,region_unspecified,20,,东方Project人气投票,8,8,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1okWCeiEGB,https://www.bilibili.com/video/BV1okWCeiEGB/,【東方Project×CHUNITHM】Sweet Requiem Lv.14 第20届东方人气投票纪念手元,゚芙兰朵露,2024-08-26,2024-08-26,day,,,,,,meme_or_derivative,region_unspecified,20,,东方Project人气投票,7,7,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV133s4emEby,https://www.bilibili.com/video/BV133s4emEby/,【fumo】2024东方人气投票前十现状,KIYQ0378,2024-08-27,2024-08-27,day,,,,,,other_direct_poll_item,region_unspecified,,,东方Project人气投票,9,9,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1bGHSeeE7z,https://www.bilibili.com/video/BV1bGHSeeE7z/,（东方MMD／中文字幕）2024人气投票落下帷幕,神谕者膜戈尔,2024-09-06,2024-09-06,day,1.6万,16000,94,94,05:23,meme_or_derivative,cn_poll,,,东方Project人气投票,3,3,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1mNp6e3EnD,https://www.bilibili.com/video/BV1mNp6e3EnD/,恭喜琪露诺在东方人气投票或得第十名的成绩（九月九日）,如月桃濑遍,2024-09-09,2024-09-09,day,34,34,0,0,01:29,other_direct_poll_item,region_unspecified,,琪露诺,东方Project人气投票,26,26,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Eixye7EQ1,https://www.bilibili.com/video/BV1Eixye7EQ1/,東方project人气投票历代1位！！！（2003-2024）,赫卡Hell,2024-09-29,2024-09-29,day,,,,,,longitudinal_analysis,region_unspecified,,,东方Project人气投票,1,1,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1FgCaYzEir,https://www.bilibili.com/video/BV1FgCaYzEir/,【東方MMD中字】人气投票异变 前篇,WhiteGho,2024-12-28,2024-12-28,day,1.5万,15000,113,113,19:08,meme_or_derivative,region_unspecified,,,东方Project人气投票,6,6,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1KrQQYtEu9,https://www.bilibili.com/video/BV1KrQQYtEu9/,【2025东方人气投票】符卡弹幕部门开始!给喜欢的符卡投票吧!,雾雨威Channel,2025-03-16,2025-03-16,day,,,,,,other_direct_poll_item,region_unspecified,,,东方Project人气投票,26,26,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1JxXuYaEBC,https://www.bilibili.com/video/BV1JxXuYaEBC/,【速報】日本と全然違う！！中国版の第10回東方Project人気投票結果発表！【2022年版】,Dr천진사EToile_デネブS,2025-03-18,2025-03-18,day,1.1万,11000,19,19,19:24,result_or_ranking,jp_poll,10,红美铃,东方Project人气投票,25,25,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1znQdYtEnp,https://www.bilibili.com/video/BV1znQdYtEnp/,人猿也能懂的东方人气投票怎么投,莨木原,2025-03-19,2025-03-19,day,,,,,02:22,support_or_mobilization,region_unspecified,,,东方Project人气投票,1,1,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1YHTRzGEiS,https://www.bilibili.com/video/BV1YHTRzGEiS/,【東方MMD】人气投票异变 中篇（生肉）,WhiteGho,2025-06-08,2025-06-08,day,,,,,,meme_or_derivative,region_unspecified,,,东方Project人气投票,1,1,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV16LK3zYEmb,https://www.bilibili.com/video/BV16LK3zYEmb/,揭秘ZUN亲自投的东方人气投票,乙苯呋喃,2025-06-24,2025-06-24,day,,,,,,other_direct_poll_item,region_unspecified,,,东方Project人气投票,22,22,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV184htz4ELN,https://www.bilibili.com/video/BV184htz4ELN/,【东方论战#1】东方人气投票该不该办？资本or同人？,冰嘘,2025-08-02,2025-08-02,day,5539,5539,15,15,06:05,other_direct_poll_item,region_unspecified,,,东方Project人气投票,8,8,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1MmhVz2EMZ,https://www.bilibili.com/video/BV1MmhVz2EMZ/,博丽灵梦的东方人气投票宣言！,探险家sunrise,2025-08-03,2025-08-03,day,,,,,,other_direct_poll_item,region_unspecified,,博丽灵梦,东方Project人气投票,25,25,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1ZttBzREMa,https://www.bilibili.com/video/BV1ZttBzREMa/,东方人气投票历代的第一名总览~,探险家sunrise,2025-08-07,2025-08-07,day,8961,8961,12,12,01:00,longitudinal_analysis,region_unspecified,,,东方Project人气投票,3,3,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV18RbtznEmZ,https://www.bilibili.com/video/BV18RbtznEmZ/,投东方人气投票~（大部分时间都在废话）所有人都给我支持博丽灵梦！（没有命令的意思哈）,小苑要沉稳,2025-08-16,2025-08-16,day,,,,,,other_direct_poll_item,region_unspecified,,博丽灵梦,东方Project人气投票,7,7,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Egbsz9EWk,https://www.bilibili.com/video/BV1Egbsz9EWk/,以防你不知道第二十一届东方人气投票开始了，做了个简单的教程哦,秋之葵aya,2025-08-16,2025-08-16,day,4569,4569,1,1,02:48,support_or_mobilization,region_unspecified,,,东方Project人气投票,2,2,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1P6bszPEGe,https://www.bilibili.com/video/BV1P6bszPEGe/,东方人气投票投给了什么呢～～～好难猜呀！！！（笑）,Jason多,2025-08-16,2025-08-16,day,891,891,0,0,00:40,support_or_mobilization,region_unspecified,,,东方Project人气投票,14,14,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1bQbxzyEyb,https://www.bilibili.com/video/BV1bQbxzyEyb/,【2025东方人气投票】开始啦!给喜欢的角色、音乐、作品投上一票吧!(简介评论有网址),雾雨威Channel,2025-08-16,2025-08-16,day,,,,,,support_or_mobilization,region_unspecified,,,东方Project人气投票,9,9,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1cCbszwEVd,https://www.bilibili.com/video/BV1cCbszwEVd/,东方人气投票启动！来看看有没有和你投相同的少女们,哈牛咪啪怪,2025-08-16,2025-08-16,day,,,,,,other_direct_poll_item,region_unspecified,,,东方Project人气投票,26,26,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1nJYvzAEgP,https://www.bilibili.com/video/BV1nJYvzAEgP/,东方人气投票日，东方角色们的演说！（熟肉）,探险家sunrise,2025-08-16,2025-08-16,day,2677,2677,2,2,01:03,other_direct_poll_item,region_unspecified,,,东方Project人气投票,12,12,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1JQYkzWEbB,https://www.bilibili.com/video/BV1JQYkzWEbB/,【东方新闻速报】人气投票首日晒票统计出炉！,Zihao-雾湖之光,2025-08-17,2025-08-17,day,,,,,,longitudinal_analysis,region_unspecified,,,东方Project人气投票,17,17;18,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV14UheziEcF,https://www.bilibili.com/video/BV14UheziEcF/,得知东方人气投票结果的东方厨be like：,潘子panzer,2025-08-30,2025-08-30,day,14.1万,141000,41,41,00:43,result_or_ranking,region_unspecified,,,东方Project人气投票,2,2,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV14Uhiz5EiN,https://www.bilibili.com/video/BV14Uhiz5EiN/,2025東方人气投票结果 (前25名),盒纸君,2025-08-30,2025-08-30,day,876,876,0,0,00:46,result_or_ranking,region_unspecified,,,东方Project人气投票,11,11,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV14hhqz1EYx,https://www.bilibili.com/video/BV14hhqz1EYx/,第21次东方人气投票胜利结算,x-敛晓,2025-08-30,2025-08-30,day,,,,,,other_direct_poll_item,region_unspecified,,,东方Project人气投票,6,6,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1GphzzfEq7,https://www.bilibili.com/video/BV1GphzzfEq7/,赫卡大人！赫卡大人万岁！≧▽≦（东方人气投票关注的角色评价）,哈牛咪啪怪,2025-08-30,2025-08-30,day,,,,,,other_direct_poll_item,region_unspecified,,,东方Project人气投票,9,9,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Thhqz1E2H,https://www.bilibili.com/video/BV1Thhqz1E2H/,【东方project】人气投票我投了啥？,Mr-YNot,2025-08-30,2025-08-30,day,183,183,0,0,12:49,other_direct_poll_item,region_unspecified,,,东方Project人气投票,5,5,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1XihezyEVF,https://www.bilibili.com/video/BV1XihezyEVF/,【F1meme】东方人气投票2025belike：,停格昔Mukashi,2025-08-30,2025-08-30,day,1.2万,12000,7,7,00:30,other_direct_poll_item,region_unspecified,,,东方Project人气投票,3,3,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Yjhvz7EnG,https://www.bilibili.com/video/BV1Yjhvz7EnG/,（ytb弹幕）东方Project第21回人气投票 前20名开票过程,爱我废物,2025-08-30,2025-08-30,day,1.2万,12000,36,36,01:00:08,other_direct_poll_item,region_unspecified,21,,东方Project人气投票,1,1,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1eHhzz8E2g,https://www.bilibili.com/video/BV1eHhzz8E2g/,恭喜宫出口瑞灵荣获第21届东方人气投票一位,宮出口神子,2025-08-30,2025-08-30,day,2673,2673,0,0,00:12,result_or_ranking,region_unspecified,21,宫出口瑞灵,东方Project人气投票,22,22,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1kjhizKEkh,https://www.bilibili.com/video/BV1kjhizKEkh/,21回东方人气投票后的古明地恋,红魔馆爱乐乐团,2025-08-30,2025-08-30,day,,,,,,other_direct_poll_item,region_unspecified,,古明地恋,东方Project人气投票,30,30,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1nwhqzvEHd,https://www.bilibili.com/video/BV1nwhqzvEHd/,第21回东方Project人气投票 人妖部门,伊吹小秋,2025-08-30,2025-08-30,day,9.1万,91000,2728,2728,20:51,result_or_ranking,jp_poll,21,,东方Project人气投票,1,1,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
