alias_cn,canonical_cn,alias_type,mapping_status,source,observed_rounds,observed_forms,confidence,mapping_note
莉莉卡·普莉兹姆利巴,莉莉卡·普莉兹姆利巴,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/莉莉卡·普莉兹姆利巴,1;2;3;4;5;6;7;8;9;10;11,莉莉卡·普莉兹姆利巴,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
莉莉霍瓦特,莉莉霍瓦特（莉莉白）,short_form,exact_fun_mapping,curated_cn_translation_aliases,,莉莉霍瓦特,high,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
莉莉霍瓦特,莉莉霍瓦特（莉莉白）,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/莉莉霍瓦特,,莉莉霍瓦特,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
莉莉霍瓦特（莉莉白）,莉莉霍瓦特（莉莉白）,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
莱卡,莱卡,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
菅牧典,菅牧典,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
菅牧典,菅牧典,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/菅牧典,10;11,菅牧典,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
菊理,菊理,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
菊理,菊理,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/菊理,1;2;3;4;5;6;7;8;9;10;11,菊理,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
萨丽爱尔,萨丽爱尔,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
萨丽爱尔,萨丽爱尔,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/萨丽爱尔,1;2;3;4;5;6;7;8;9;10;11,萨丽爱尔,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
萨丽艾尔,萨丽爱尔,legacy_translation_variant,exact_fun_mapping,curated_cn_translation_aliases,,萨丽艾尔,high,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
萨拉,萨拉,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
萨拉,萨拉,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/萨拉,1;2;3;4;5;6;7;8;9;10;11,萨拉,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
夹克子,蓬莱人形封面的少女（夹克子）,nickname_or_short_form,exact_fun_mapping,curated_cn_translation_aliases,10;11,夹克子,medium,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
夹克子,蓬莱人形封面的少女（夹克子）,observed_cn_vote_form,explicit_alias,cn_vote_history_all_characters.csv,10;11,夹克子,medium,历史国区表中实际出现的译名/后缀形式；已归一化但保留原始名。
蓬莱人形封面的少女（夹克子）,蓬莱人形封面的少女（夹克子）,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
Label子,蓬莱人形碟面的少女（Label子）,nickname_or_short_form,exact_fun_mapping,curated_cn_translation_aliases,10;11,Label子,medium,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
Label子,蓬莱人形碟面的少女（Label子）,observed_cn_vote_form,explicit_alias,cn_vote_history_all_characters.csv,10;11,Label子,medium,历史国区表中实际出现的译名/后缀形式；已归一化但保留原始名。
蓬莱人形碟面的少女（Label子）,蓬莱人形碟面的少女（Label子）,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
蓬莱山辉夜,蓬莱山辉夜,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
蓬莱山辉夜,蓬莱山辉夜,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/蓬莱山辉夜,1;2;3;4;5;6;7;8;9;10;11,蓬莱山辉夜,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
辉夜,蓬莱山辉夜,nickname_or_short_form,exact_fun_mapping,curated_cn_translation_aliases,,辉夜,medium,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
蕾拉·普莉兹姆利巴,蕾拉·普莉兹姆利巴,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
蕾拉·普莉兹姆利巴,蕾拉·普莉兹姆利巴,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/蕾拉·普莉兹姆利巴,1;2;3;4;5;6;7;8;9;10;11,蕾拉·普莉兹姆利巴,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
大小姐,蕾米莉亚·斯卡蕾特,derivative_nickname,exact_fun_mapping,curated_cn_translation_aliases,,大小姐,medium,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
蕾米,蕾米莉亚·斯卡蕾特,nickname_or_short_form,exact_fun_mapping,curated_cn_translation_aliases,,蕾米,medium,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
蕾米莉亚,蕾米莉亚·斯卡蕾特,nickname_or_short_form,exact_fun_mapping,curated_cn_translation_aliases,,蕾米莉亚,medium,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
蕾米莉亚·斯卡蕾特,蕾米莉亚·斯卡蕾特,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
蕾米莉亚·斯卡蕾特,蕾米莉亚·斯卡蕾特,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/蕾米莉亚·斯卡蕾特,1;2;3;4;5;6;7;8;9;10;11,蕾米莉亚·斯卡蕾特,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
蕾米莉亚·斯卡雷特,蕾米莉亚·斯卡蕾特,legacy_translation_variant,exact_fun_mapping,curated_cn_translation_aliases,,蕾米莉亚·斯卡雷特,high,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
蕾蒂·怀特洛可,蕾蒂·霍瓦特洛克,legacy_translation_variant,exact_fun_mapping,curated_cn_translation_aliases,,蕾蒂·怀特洛可,high,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
蕾蒂·霍瓦特洛克,蕾蒂·霍瓦特洛克,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
蕾蒂·霍瓦特洛克,蕾蒂·霍瓦特洛克,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/蕾蒂·霍瓦特洛克,2;3;4;5;6;7;8;9;10;11,蕾蒂·霍瓦特洛克,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
蕾迪·霍瓦特洛克,蕾蒂·霍瓦特洛克,legacy_translation_variant,exact_fun_mapping,curated_cn_translation_aliases,1,蕾迪·霍瓦特洛克,high,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
蕾迪·霍瓦特洛克,蕾蒂·霍瓦特洛克,observed_cn_vote_form,explicit_alias,cn_vote_history_all_characters.csv,1,蕾迪·霍瓦特洛克,medium,历史国区表中实际出现的译名/后缀形式；已归一化但保留原始名。
妹红,藤原妹红,nickname_or_short_form,exact_fun_mapping,curated_cn_translation_aliases,,妹红,medium,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
藤原妹红,藤原妹红,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
藤原妹红,藤原妹红,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/藤原妹红,1;2;3;4;5;6;7;8;9;10;11,藤原妹红,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
蛞蝓（蛞蝓卫门）,蛞蝓（蛞蝓卫门）,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
蟒蛇,蟒蛇,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
袈裟罗婆娑罗,袈裟罗婆娑罗,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
幽幽子,西行寺幽幽子,nickname_or_short_form,exact_fun_mapping,curated_cn_translation_aliases,,幽幽子,medium,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
西行寺幽幽子,西行寺幽幽子,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
西行寺幽幽子,西行寺幽幽子,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/西行寺幽幽子,1;2;3;4;5;6;7;8;9;10;11,西行寺幽幽子,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
豪德寺三花,豪德寺三花,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
豪德寺三花,豪德寺三花,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/豪德寺三花,10;11,豪德寺三花,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
豫母都日狭美,豫母都日狭美,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
豫母都日狭美,豫母都日狭美,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/豫母都日狭美,11,豫母都日狭美,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
赤蛮奇,赤蛮奇,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
赤蛮奇,赤蛮奇,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/赤蛮奇,2;3;4;5;6;7;8;9;10;11,赤蛮奇,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
赫卡提亚·拉碧斯拉祖利,赫卡提亚·拉碧斯拉祖利,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
赫卡提亚·拉碧斯拉祖利,赫卡提亚·拉碧斯拉祖利,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/赫卡提亚·拉碧斯拉祖利,4;5;6;7;8;9;10;11,赫卡提亚·拉碧斯拉祖利,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
运松翁,运松翁,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
道神训子,道神驯子,legacy_translation_variant,unmapped_manual_review,curated_cn_translation_aliases,,道神训子,high,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
都市传说的怪异（阿菊、八尺大人等）,都市传说的怪异（阿菊、八尺大人等）,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
酒虫,酒虫,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
里香,里香,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
里香,里香,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/里香,1;2;3;4;5;6;7;8;9;10;11,里香,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
野槌,野槌,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
野狼灵,野狼灵,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
铃仙,铃仙·优昙华院·因幡,nickname_or_short_form,exact_fun_mapping,curated_cn_translation_aliases,,铃仙,medium,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
铃仙·优昙华院·因幡,铃仙·优昙华院·因幡,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
铃仙·优昙华院·因幡,铃仙·优昙华院·因幡,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/铃仙·优昙华院·因幡,1;2;3;4;5;6;7;8;9;10;11,铃仙·优昙华院·因幡,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
Reisen,铃仙二号,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/Reisen,1;2;3;4;5;6;7;8;9;10;11,Reisen,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
铃仙二号,铃仙二号,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
铃瑚,铃瑚,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
铃瑚,铃瑚,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/铃瑚,4;5;6;7;8;9;10;11,铃瑚,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
键山雏,键山雏,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
键山雏,键山雏,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/键山雏,1;2;3;4;5;6;7;8;9;10;11,键山雏,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
降神的神灵（天照、伊豆能卖等）,降神的神灵（天照、伊豆能卖等）,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
雪,雪,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
雪,雪,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/雪,1;2;3;4;5;6;7;8;9;10;11,雪,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
雾雨魔理沙,雾雨魔理沙,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
雾雨魔理沙,雾雨魔理沙,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/雾雨魔理沙,1;2;3;4;5;6;7;8;9;10;11,雾雨魔理沙,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
魔理沙,雾雨魔理沙,nickname_or_short_form,exact_fun_mapping,curated_cn_translation_aliases,,魔理沙,medium,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
霍青娥,霍青娥,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
霍青娥,霍青娥,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/霍青娥,1;2;3;4;5;6;7;8;9;10;11,霍青娥,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
露娜·切露德,露娜切露德,legacy_translation_variant,exact_fun_mapping,curated_cn_translation_aliases,,露娜·切露德,high,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
露娜切露德,露娜切露德,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
露娜切露德,露娜切露德,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/露娜切露德,1;2;3;4;5;6;7;8;9;10;11,露娜切露德,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
露娜萨·普莉兹姆利巴,露娜萨·普莉兹姆利巴,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
露娜萨·普莉兹姆利巴,露娜萨·普莉兹姆利巴,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/露娜萨·普莉兹姆利巴,1;2;3;4;5;6;7;8;9;10;11,露娜萨·普莉兹姆利巴,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
露易兹,露易兹,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
露易兹,露易兹,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/露易兹,1;2;3;4;5;6;7;8;9;10;11,露易兹,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
露米娅,露米娅,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
露米娅,露米娅,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/露米娅,1;2;3;4;5;6;7;8;9;10;11,露米娅,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
风见幽香,风见幽香,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
风见幽香,风见幽香,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/风见幽香,1;2;3;4;5;6;7;8;9;10;11,风见幽香,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
飞碟（红、蓝、绿、其他）,飞碟（红、蓝、绿、其他）,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
饕餮尤魔,饕餮尤魔,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
饕餮尤魔,饕餮尤魔,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/饕餮尤魔,10;11,饕餮尤魔,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
饭纲丸龙,饭纲丸龙,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
饭纲丸龙,饭纲丸龙,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/饭纲丸龙,10;11,饭纲丸龙,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
驹草山如,驹草山如,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
驹草山如,驹草山如,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/驹草山如,10;11,驹草山如,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
骊驹早鬼,骊驹早鬼,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
骊驹早鬼,骊驹早鬼,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/骊驹早鬼,8;9;10;11,骊驹早鬼,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
高丽野阿吽,高丽野阿吽,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
高丽野阿吽,高丽野阿吽,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/高丽野阿吽,6;7;8;9;10;11,高丽野阿吽,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
正邪,鬼人正邪,nickname_or_short_form,exact_fun_mapping,curated_cn_translation_aliases,,正邪,medium,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
鬼人正邪,鬼人正邪,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
鬼人正邪,鬼人正邪,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/鬼人正邪,2;3;4;5;6;7;8;9;10;11,鬼人正邪,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
魂魄妖忌,魂魄妖忌,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
魂魄妖忌,魂魄妖忌,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/魂魄妖忌,1;2;3;4;5;6;7;8;9;10;11,魂魄妖忌,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
妖梦,魂魄妖梦,nickname_or_short_form,exact_fun_mapping,curated_cn_translation_aliases,,妖梦,medium,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
魂魄妖梦,魂魄妖梦,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
魂魄妖梦,魂魄妖梦,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/魂魄妖梦,1;2;3;4;5;6;7;8;9;10;11,魂魄妖梦,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
魅魔,魅魔,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
魅魔,魅魔,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/魅魔,1;2;3;4;5;6;7;8;9;10;11,魅魔,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
鲵吞亭店主,鲵吞亭店主,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
鲵吞亭的常客,鲵吞亭的常客,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
黑谷山女,黑谷山女,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
黑谷山女,黑谷山女,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/黑谷山女,1;2;3;4;5;6;7;8;9;10;11,黑谷山女,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
龙（子龙、邪龙等）,龙（子龙、邪龙等）,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
