region,round,source_id,character_jp,character_cn,under20_rate,under20_denominator,female_rate,female_denominator,first_time_voter_rate,first_time_voter_denominator,event_participation_rate,event_participation_denominator,2019plus_cognition_rate,2019plus_cognition_denominator,source_note
jp,21,522,禁じざるをえない遊戯,,0.478261,23,0.136364,22,0.125,24,0.681818,22,0.291667,24,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,523,メイド幻想　～ Icemilk Magic,,0.6875,48,0.354167,48,0.245283,53,0.354167,48,0.557692,52,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,524,かわいい悪魔　～ Innocence,,0.65493,142,0.282759,145,0.28,150,0.392857,140,0.496644,149,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,525,Days,,0.6,5,0.166667,6,0.4,5,0.2,5,0.833333,6,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,526,Peaceful,,1.0,3,0.333333,3,0.333333,3,0.666667,3,0.333333,3,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,527,Arcadian Dream,,0.333333,3,,3,,3,0.666667,3,0.666667,3,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,528,幻想の住人,,1.0,1,,1,1.0,1,,,1.0,1,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,529,Lotus Road,,,1,,1,,1,1.0,1,,1,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,53,ヴォヤージュ1970,,0.538462,208,0.29108,213,0.302326,215,0.484848,198,0.388626,211,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,53,東方Project人妖名鑑 宵闇編,,0.569231,65,0.188406,69,0.5,70,0.559322,59,0.422535,71,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,53,霊烏路 空,灵乌路空,0.514528,826,0.177458,834,0.348449,838,0.431034,754,0.455233,793,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,530,Dreamy pilot,,0.375,16,0.375,16,0.266667,15,0.384615,13,0.3125,16,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,531,Incomplete Plot,,0.5,2,1.0,3,,3,0.5,2,0.333333,3,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,532,Border Land,,0.5,2,,2,0.5,2,1.0,2,0.5,2,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,533,Magic Shop of Raspberry,,0.344828,29,0.137931,29,0.034483,29,0.592593,27,0.206897,29,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,534,Crescent Dream,,0.333333,6,0.333333,6,,6,0.5,6,0.666667,6,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,535,怪綺談　～ Mystic Square,,0.4,5,0.166667,6,0.333333,6,0.833333,6,0.6,5,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,536,Dream Express,,0.235294,17,0.125,16,0.176471,17,0.6,15,0.294118,17,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,537,魔法陣　～ Magic Square,,0.7,10,0.111111,9,0.333333,9,0.777778,9,0.444444,9,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,538,夢想時空,,0.526316,19,0.105263,19,0.1,20,0.736842,19,0.55,20,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,539,霊天　～ Spiritual Heaven,,0.727273,11,0.272727,11,0.3,10,0.555556,9,0.545455,11,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,54,エクステンドアッシュ　～ 蓬莱人,,0.558673,392,0.239295,397,0.309227,401,0.419355,372,0.439276,387,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,54,古明地 こいし,古明地恋,0.684568,3389,0.255908,3470,0.431273,3543,0.405331,3264,0.500149,3347,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,54,東方虹龍洞,,0.446369,1501,0.210907,1522,0.234727,1555,0.478591,1448,0.39987,1533,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,540,Romantic Children,,0.386503,163,0.276074,163,0.166667,162,0.522293,157,0.319018,163,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,541,プラスチックマインド,,0.425532,47,0.227273,44,0.106383,47,0.533333,45,0.325581,43,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,542,メイプルワイズ,,0.243243,37,0.162162,37,0.078947,38,0.638889,36,0.297297,37,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,543,禁断の魔法　～ Forbidden Magic,,0.5,24,0.086957,23,0.130435,23,0.391304,23,0.375,24,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,544,真紅の少女　～ Crimson Dead!!,,0.611111,18,0.157895,19,0.058824,17,0.625,16,0.444444,18,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,545,裏切りの少女　～ Judas Kiss,,0.395349,43,0.166667,42,0.217391,46,0.333333,42,0.444444,45,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,546,the Last Judgement,,0.34375,32,0.088235,34,0.121212,33,0.466667,30,0.4,35,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,547,悲しき人形　～ Doll of Misery,,0.538462,52,0.269231,52,0.132075,53,0.44898,49,0.36,50,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,548,世界の果て　～ World's End,,0.25,4,,4,0.5,4,0.75,4,0.75,4,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,549,神話幻想　～ Infinite Being,,0.387324,142,0.151724,145,0.278571,140,0.484615,130,0.356643,143,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,55,ナズーリン,娜兹玲,0.485126,437,0.182222,450,0.300654,459,0.481043,422,0.373602,447,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,55,月まで届け、不死の煙,,0.711851,2582,0.263519,2626,0.450798,2693,0.362382,2536,0.517955,2562,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,55,虹色のセプテントリオン,,0.484848,33,0.235294,34,0.222222,36,0.545455,33,0.382353,34,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,550,不思議の国のアリス,,0.484772,394,0.239899,396,0.17284,405,0.450262,382,0.404467,403,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,552,神社,,,3,,3,,2,0.5,2,0.333333,3,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,553,Endless,,,1,,1,,1,,,,1,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,554,久遠の楽園,,0.4,5,0.2,5,,5,0.6,5,0.4,5,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,555,Mystic Dream,,0.5,2,0.5,2,0.333333,3,0.666667,3,0.333333,3,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,556,Peaceful Romancer,,0.515152,33,0.212121,33,0.088235,34,0.677419,31,0.382353,34,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,557,魂の休らむ所,,0.75,4,0.25,4,0.333333,3,,,0.5,4,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,558,テーマ・オブ・イースタンストーリー,,0.413793,58,0.224138,58,0.137931,58,0.517241,58,0.25,56,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,56,多々良 小傘,多多良小伞,0.542179,1221,0.114332,1242,0.340016,1247,0.444154,1146,0.454167,1200,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,56,月見草,,0.555556,27,0.148148,27,0.384615,26,0.565217,23,0.409091,22,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,56,東方Project人妖名鑑 常世編,,0.488372,43,0.152174,46,0.511111,45,0.363636,33,0.369565,46,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,562,ジャパニーズサーガ,,0.413793,29,0.129032,31,0.0625,32,0.59375,32,0.363636,33,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,563,阿礼の子供,,0.454545,22,0.217391,23,0.130435,23,0.5,22,0.333333,21,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,565,サニールチルフレクション,,0.416667,24,0.04,25,0.148148,27,0.590909,22,0.259259,27,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,566,夜だから眠れない,,0.454545,33,0.151515,33,0.210526,38,0.580645,31,0.428571,35,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,567,妖精燦々として,,0.333333,18,0.166667,18,0.263158,19,0.4375,16,0.333333,18,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,568,サニーミルクの紅霧異変,,0.441176,102,0.227723,101,0.135922,103,0.447917,96,0.262136,103,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,569,雪月桜花の国,,0.36,25,0.166667,24,0.076923,26,0.708333,24,0.375,24,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,57,バレットフィリア達の闇市場,,0.518797,266,0.30742,283,0.184397,282,0.464945,271,0.419118,272,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,57,雲居 一輪,云居一轮,0.547771,157,0.396226,159,0.321429,168,0.4125,160,0.41875,160,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,570,スターヴォヤージュ2008,,0.392857,28,0.346154,26,0.137931,29,0.5,28,0.259259,27,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,572,フェアリー冒険譚,,0.25,16,0.25,16,0.125,16,0.470588,17,0.375,16,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,573,二つの世界,,0.416667,12,0.166667,12,0.153846,13,0.545455,11,0.461538,13,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,574,神域のかくれんぼ暮らし,,0.444444,9,0.111111,9,0.375,8,0.333333,9,0.222222,9,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,58,東方妖怪小町,,0.586854,213,0.259434,212,0.358407,226,0.413146,213,0.442922,219,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,58,東方獣王園,,0.436025,805,0.227833,812,0.220519,848,0.510922,824,0.385167,836,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,58,雲山,云山,0.685714,35,0.162162,37,0.388889,36,0.297297,37,0.333333,36,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,581,妖怪宇宙旅行,,0.384615,39,0.225,40,0.175,40,0.487179,39,0.414634,41,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,582,綿月のスペルカード　～ Lunatic Blue,,0.327684,177,0.252809,178,0.116022,181,0.539326,178,0.206704,179,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,584,魔法使いの憂鬱,,0.564815,108,0.416667,108,0.208696,115,0.46729,107,0.431034,116,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,585,スプートニク幻夜,,0.388889,36,0.171429,35,0.083333,36,0.676471,34,0.216216,37,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,586,判読眼のビブロフィリア,,0.377193,114,0.214953,107,0.112069,116,0.587156,109,0.393162,117,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,589,蓬莱伝説,,0.567452,467,0.190275,473,0.228814,472,0.582126,414,0.427083,480,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,59,七夕坂夢幻能,,0.405479,365,0.288828,367,0.112299,374,0.634561,353,0.350404,371,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,59,村紗 水蜜,村纱水蜜,0.62234,376,0.322835,381,0.299233,391,0.395095,367,0.419098,377,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,59,萃夢想,,0.434783,138,0.105634,142,0.385714,140,0.609756,123,0.330935,139,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,594,エニグマティクドール,,0.457627,118,0.324786,117,0.114754,122,0.584071,113,0.371901,121,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,596,人形の森,,0.5,30,0.482759,29,0.16129,31,0.37931,29,0.413793,29,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,597,Witch of Love Potion,,0.5,106,0.295238,105,0.154545,110,0.5,106,0.390909,110,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,598,リーインカーネイション,,0.450479,313,0.234921,315,0.189873,316,0.534722,288,0.401254,319,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,6,上海紅茶館　～ Chinese Tea,,0.654502,2110,0.251852,2160,0.428247,2202,0.436765,2040,0.490961,2102,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,6,東方紅魔郷,,0.691476,5549,0.292563,5715,0.447682,5868,0.384243,5572,0.500541,5546,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,6,紅 美鈴,红美铃,0.643036,1199,0.32983,1237,0.477564,1248,0.394737,1178,0.505932,1180,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,60,寅丸 星,寅丸星,0.42439,205,0.251208,207,0.2723,213,0.429268,205,0.347826,207,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,60,東方妖恋談,,0.486486,74,0.272727,77,0.30137,73,0.455882,68,0.394366,71,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,60,東方幻存神籤,,0.51306,536,0.254144,543,0.284946,558,0.531191,529,0.465201,546,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,601,空飛ぶ巫女の不思議な毎日,,0.459459,111,0.363636,110,0.161017,118,0.526316,114,0.435897,117,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,602,夜のデンデラ野を逝く,,0.573529,68,0.304348,69,0.202899,69,0.507692,65,0.275362,69,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,603,少女秘封倶楽部,,0.420849,259,0.219231,260,0.149254,268,0.620553,253,0.364662,266,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,605,古の冥界寺,,0.466667,15,0.266667,15,0.0625,16,0.8125,16,0.333333,15,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,607,魔術師メリー,,0.465753,73,0.410256,78,0.173333,75,0.492754,69,0.379747,79,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,608,月の妖鳥、化猫の幻,,0.47619,63,0.34375,64,0.1875,64,0.474576,59,0.384615,65,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,609,過去の花　～ Fairy of Flower,,0.52381,21,0.052632,19,0.238095,21,0.5,18,0.45,20,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,61,東方錦上京,,0.419032,1198,0.210396,1212,0.216388,1257,0.525883,1217,0.376206,1244,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,61,聖 白蓮,圣白莲,0.401384,578,0.231667,600,0.328358,603,0.460177,565,0.366723,589,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,610,魔法少女十字軍,,0.40708,113,0.27193,114,0.08547,117,0.491071,112,0.344828,116,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,612,幻想の永遠祭,,0.5,14,0.285714,14,0.153846,13,0.416667,12,0.416667,12,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,613,童祭　～ Innocent Treasures,,0.549669,453,0.157895,456,0.299786,467,0.53202,406,0.513043,460,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,614,華胥の夢,,0.428571,35,0.342857,35,0.176471,34,0.4375,32,0.305556,36,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,617,科学世紀の少年少女,,0.567568,37,0.243243,37,0.25641,39,0.5,36,0.459459,37,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,62,封獣 ぬえ,封兽鵺,0.521968,569,0.266667,585,0.30339,590,0.45471,552,0.425862,580,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,621,夢と現の境界,,0.452381,42,0.261905,42,0.090909,44,0.6,40,0.325581,43,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,623,幽玄の槭樹　～ Eternal Dream,,0.392157,102,0.192308,104,0.228571,105,0.652632,95,0.355769,104,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,624,ヒロシゲ36号　～ Neo Super-Express,,0.512974,501,0.172962,503,0.221359,515,0.632135,473,0.366279,516,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,625,53ミニッツの青い海,,0.503448,145,0.222973,148,0.180556,144,0.595588,136,0.401316,152,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,628,青木ヶ原の伝説,,0.513514,37,0.27027,37,0.25,36,0.685714,35,0.358974,39,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,63,大ナマズ,大鲶鱼,0.423077,26,0.172414,29,0.448276,29,0.483871,31,0.433333,30,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,63,魔女達の舞踏会,,0.627119,177,0.561798,178,0.285714,196,0.41573,178,0.462766,188,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,634,最も澄みわたる空と海,,0.443114,167,0.130178,169,0.232143,168,0.602837,141,0.485207,169,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,635,月面ツアーへようこそ,,0.381579,76,0.171053,76,0.166667,84,0.5875,80,0.301205,83,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,636,天空のグリニッジ,,0.532663,398,0.226277,411,0.186603,418,0.503836,391,0.376214,412,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,638,車椅子の未来宇宙,,0.460317,126,0.230769,130,0.102362,127,0.658537,123,0.351562,128,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,64,姫海棠 はたて,姬海棠果,0.337621,311,0.174051,316,0.245399,326,0.471572,299,0.349206,315,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,640,衛星カフェテラス,,0.489083,229,0.251101,227,0.198238,227,0.606796,206,0.39823,226,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,641,G Free,,0.382979,141,0.147887,142,0.132867,143,0.611511,139,0.302158,139,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,642,大空魔術　～ Magical Astronomy,,0.527027,74,0.168831,77,0.135135,74,0.57971,69,0.355263,76,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,644,向こう側の月,,0.47,100,0.196078,102,0.22549,102,0.546512,86,0.475728,103,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,645,未知の花 魅知の旅,,0.506173,81,0.204819,83,0.1625,80,0.623377,77,0.440476,84,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,648,衛星トリフネ,,0.3,50,0.265306,49,0.08,50,0.607843,51,0.3,50,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,649,トロヤ群の密林,,0.315789,38,0.25641,39,0.051282,39,0.5,36,0.179487,39,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,65,幽谷 響子,幽谷响子,0.380282,213,0.105023,219,0.220264,227,0.478049,205,0.343891,221,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,652,天鳥船神社,,0.423077,26,0.2,25,0.185185,27,0.625,24,0.222222,27,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,655,天鳥船神社の結界,,0.3125,32,0.151515,33,0.096774,31,0.655172,29,0.387097,31,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,657,宇宙に浮かぶ幻想郷,,0.333333,15,0.285714,14,0.071429,14,0.538462,13,0.333333,15,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,658,緑のサナトリウム,,0.428571,28,0.344828,29,0.066667,30,0.551724,29,0.354839,31,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,659,牛に引かれて善光寺参り,,0.418182,55,0.346154,52,0.142857,56,0.654545,55,0.178571,56,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,66,宮古 芳香,宫古芳香,0.589958,239,0.45679,243,0.342742,248,0.388889,234,0.393443,244,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,662,アガルタの風,,0.3875,80,0.2375,80,0.153846,78,0.712329,73,0.304878,82,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,663,イザナギオブジェクト,,0.405797,69,0.323529,68,0.070423,71,0.605634,71,0.27027,74,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,666,日本中の不思議を集めて,,0.333333,72,0.253521,71,0.081081,74,0.641791,67,0.324324,74,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,668,他愛も無い二人の博物誌,,0.481081,185,0.179348,184,0.152632,190,0.680473,169,0.359788,189,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,67,人形裁判,,0.620104,766,0.315453,783,0.402049,781,0.400804,746,0.502013,745,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,67,霍 青娥,霍青娥,0.508685,403,0.404819,415,0.293144,423,0.472637,402,0.355392,408,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,670,Dr.レイテンシーの眠れなくなる瞳,,0.4,30,0.233333,30,0.21875,32,0.548387,31,0.387097,31,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,672,須臾はプランクを超えて,,0.533333,15,0.5,16,,17,0.625,16,0.294118,17,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,673,シュレディンガーの化猫,,0.5,72,0.356164,73,0.136986,73,0.507246,69,0.380282,71,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,675,禁忌の膜壁,,0.75,36,0.555556,36,0.083333,36,0.5,34,0.5,36,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,68,蘇我 屠自古,苏我屠自古,0.592334,287,0.435216,301,0.258065,310,0.414966,294,0.390476,315,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,682,アウトサイダーカクテル,,0.4,20,0.25,20,0.05,20,0.6,20,0.35,20,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,685,旧世界の冒険酒場,,0.52381,21,0.454545,22,0.130435,23,0.521739,23,0.304348,23,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,688,二日酔いの同床異夢,,0.509804,51,0.285714,49,0.156863,51,0.604167,48,0.431373,51,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,689,秋霜玉　～ Clockworks,,0.6,10,0.222222,9,0.3,10,0.375,8,0.5,10,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,69,物部 布都,物部布都,0.617568,740,0.3,750,0.314767,772,0.407859,738,0.422252,746,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,690,フォルスストロベリー,,0.428571,21,0.15,20,0.2,20,0.6,20,0.380952,21,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,691,プリムローズシヴァ,,0.5,6,0.333333,6,0.5,6,0.333333,6,0.2,5,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,692,幻想帝都,,0.6,5,,5,0.4,5,,,0.2,5,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,693,ディザストラスジェミニ,,0.875,8,0.222222,9,,9,0.888889,9,0.444444,9,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,694,華の幻想　紅夢の宙,,1.0,1,1.0,1,0.666667,3,0.5,2,0.333333,3,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,695,天空アーミー,,0.333333,6,0.333333,6,,6,0.333333,6,0.666667,6,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,698,カナベラルの夢幻少女,,0.545455,11,0.083333,12,0.25,12,0.6,10,0.272727,11,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,7,小悪魔,小恶魔,0.614657,423,0.296296,432,0.416107,447,0.362353,425,0.487179,429,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,7,明治十七年の上海アリス,,0.705349,1103,0.338596,1140,0.465458,1158,0.385805,1099,0.521229,1107,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,7,東方妖々夢,,0.605474,4238,0.245344,4349,0.394909,4439,0.40921,4213,0.464244,4265,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,70,豊聡耳 神子,丰聪耳神子,0.595745,752,0.354029,757,0.324495,792,0.441137,739,0.432606,779,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,700,アンティークテラー,,1.0,6,0.285714,7,0.285714,7,0.428571,7,0.714286,7,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,701,夢機械　～ Innocent Power,,,2,,2,,1,1.0,1,,2,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,703,少女神性　～ Pandora's Box,,0.358974,39,0.25641,39,0.157895,38,0.5,36,0.289474,38,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,704,シルクロードアリス,,0.333333,42,0.285714,42,0.119048,42,0.615385,39,0.219512,41,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,707,ハーセルヴズ,,0.2,15,0.2,15,0.0625,16,0.8,15,0.25,16,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,708,タイトルドメイド,,0.666667,3,0.333333,3,,3,0.333333,3,0.666667,3,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,709,稀翁玉　～ Fairy Dance,,0.5,2,0.5,2,,2,1.0,2,,2,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,71,二ッ岩 マミゾウ,二岩猯藏,0.444444,342,0.344828,348,0.285311,354,0.433735,332,0.39039,333,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,710,天鵞絨少女戦　～ Velvet Battle,,0.307692,13,0.076923,13,,12,0.5,12,0.307692,13,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,711,Castle Explorer -in the Sky-,,0.818182,11,0.2,10,0.181818,11,0.4,10,0.454545,11,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,712,オルフェの詩　～ Pseudoclassic,,0.5,6,0.166667,6,0.166667,6,0.333333,6,0.166667,6,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,713,新幻想　～ New Fantasy,,0.285714,7,0.125,8,0.125,8,0.5,8,0.375,8,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,714,オルレアンの聖騎士,,0.222222,9,0.111111,9,0.125,8,0.555556,9,0.222222,9,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,715,"My Maid, Sweet Maid",,0.2,5,,5,0.2,5,1.0,5,,4,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,717,乙女戦士　～ Heart of Valkyrie,,1.0,4,,4,0.6,5,0.5,4,1.0,4,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,72,秦 こころ,秦心,0.664563,1109,0.248464,1139,0.37639,1169,0.407776,1106,0.452575,1107,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,720,Magical and Hopeless,,0.636364,11,0.454545,11,0.2,10,0.555556,9,0.545455,11,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,721,Sacred Battle,,,5,,5,,5,0.4,5,0.2,5,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,722,AN ORDEAL FROM GOD,,0.25,24,0.391304,23,0.2,25,0.44,25,0.25,24,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,723,呑んべぇのレムリア,,0.3,50,0.176471,51,0.156863,51,0.607843,51,0.176471,51,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,724,キュアリアス上海古牌,,0.272727,44,0.295455,44,0.148936,47,0.565217,46,0.191489,47,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,726,宵闇の魔術師,,0.294118,17,0.1875,16,,16,0.411765,17,0.235294,17,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,727,Magic of Life,,0.636364,11,0.545455,11,0.090909,11,0.727273,11,0.4,10,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,728,Plastic Space,,0.333333,3,,3,,3,,,0.333333,3,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,729,Frontal Attack,,0.5,8,0.25,8,0.142857,7,0.166667,6,0.285714,7,官方角色条件问卷；各题分母不同，比例不可相加。
jp,21,73,わかさぎ姫,若鹭姬,0.484444,225,0.253333,225,0.318367,245,0.462555,227,0.408696,230,官方角色条件问卷；各题分母不同，比例不可相加。
