region,character_key,character_jp,character_cn,previous_round,round,round_gap,consecutive_rounds,previous_rank,rank,rank_improvement,previous_candidate_count,candidate_count,previous_top_percentile,top_percentile,top_percentile_change,interpretation_limit
jp,エタニティラルバ,エタニティラルバ,爱塔妮缇拉尔瓦,20,21,1,True,122,127,-5.0,217,221,43.9815,42.7273,-1.2542,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,リグルナイトバグ,リグル・ナイトバグ,莉格露·奈特巴格,9,10,1,True,67,78,-11.0,140,159,52.518,51.2658,-1.2522,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,レティホワイトロック,レティ・ホワイトロック,蕾蒂·霍瓦特洛克,12,13,1,True,90,91,-1.0,169,175,47.0238,48.2759,1.2521,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,魂魄妖夢,魂魄 妖夢,魂魄妖梦,12,13,1,True,6,4,2.0,169,175,97.0238,98.2759,1.2521,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,小悪魔,小悪魔,小恶魔,12,13,1,True,62,62,0.0,169,175,63.6905,64.9425,1.252,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,上白沢慧音,上白沢 慧音,上白泽慧音,8,9,1,True,30,31,-1.0,128,140,77.1654,78.4173,1.2519,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,飯綱丸龍,飯綱丸 龍,饭纲丸龙,18,19,1,True,61,66,-5.0,208,216,71.0145,69.7674,-1.2471,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,鍵山雛,鍵山 雛,键山雏,8,9,1,True,25,29,-4.0,128,140,81.1024,79.8561,-1.2463,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,カナアナベラル,カナ・アナベラル,卡娜·安娜贝拉尔,6,7,1,True,71,83,-12.0,108,124,34.5794,33.3333,-1.2461,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,核熱造神ヒソウテンソク,核熱造神ヒソウテンソク,核热造神非想天则,17,18,1,True,162,161,1.0,206,208,21.4634,22.7053,1.2419,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,霊烏路空,霊烏路 空,灵乌路空,7,8,1,True,14,16,-2.0,124,128,89.4309,88.189,-1.2419,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,朝倉理香子,朝倉 理香子,朝仓理香子,17,18,1,True,161,160,1.0,206,208,21.9512,23.1884,1.2372,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,大ナマズ,大ナマズ,大鲶鱼,17,18,1,True,150,154,-4.0,206,208,27.3171,26.087,-1.2301,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,易者,易者,易者,13,14,1,True,60,66,-6.0,175,186,66.092,64.8649,-1.2271,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,るーこと,るーこと,留琴,17,18,1,True,151,155,-4.0,206,208,26.8293,25.6039,-1.2254,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,酒虫,酒虫,酒虫,13,14,1,True,155,167,-12.0,175,186,11.4943,10.2703,-1.224,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,山城たかね,山城 たかね,山城高岭,19,20,1,True,139,137,2.0,216,217,35.814,37.037,1.223,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,嫦娥,嫦娥,嫦娥,15,16,1,True,149,161,-12.0,186,198,20.0,18.7817,-1.2183,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,火焔猫燐,火焔猫 燐,火焰猫燐,8,9,1,True,40,42,-2.0,128,140,69.2913,70.5036,1.2123,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,鈴仙優曇華院イナバ,鈴仙・優曇華院・イナバ,铃仙·优昙华院·因幡,13,14,1,True,13,16,-3.0,175,186,93.1034,91.8919,-1.2115,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,綿月依姫,綿月 依姫,绵月依姬,12,13,1,True,88,89,-1.0,169,175,48.2143,49.4253,1.211,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,毛玉,毛玉,毛玉,16,17,1,True,136,139,-3.0,198,206,31.4721,32.6829,1.2108,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,秋静葉,秋 静葉,秋静叶,18,19,1,True,89,95,-6.0,208,216,57.4879,56.2791,-1.2088,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,兎玉兎永遠亭の妖怪兎他,兎（玉兎、永遠亭の妖怪兎 他）,兔子（玉兔、永远亭的妖怪兔等）,15,16,1,True,161,169,-8.0,186,198,13.5135,14.7208,1.2073,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,水橋パルスィ,水橋 パルスィ,水桥帕露西,13,14,1,True,29,33,-4.0,175,186,83.908,82.7027,-1.2053,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,小兎姫,小兎姫,小兔姬,18,19,1,True,141,149,-8.0,208,216,32.3671,31.1628,-1.2043,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,秋静葉,秋 静葉,秋静叶,7,8,1,True,48,48,0.0,124,128,61.7886,62.9921,1.2035,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,永遠亭の妖怪兎,永遠亭の妖怪兎,永遠亭の妖怪兎,10,11,1,True,134,147,-13.0,159,172,15.8228,14.6199,-1.2029,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,鍵山雛,鍵山 雛,键山雏,13,14,1,True,45,50,-5.0,175,186,74.7126,73.5135,-1.1991,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,レイラプリズムリバー,レイラ・プリズムリバー,蕾拉·普莉兹姆利巴,4,5,1,True,47,61,-14.0,71,94,34.2857,35.4839,1.1982,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,夢子,夢子,梦子,9,10,1,True,88,98,-10.0,140,159,37.4101,38.6076,1.1975,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,古明地こいし,古明地 こいし,古明地恋,11,12,1,True,1,3,-2.0,172,169,100.0,98.8095,-1.1905,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,橙,橙,橙,12,13,1,True,55,59,-4.0,169,175,67.8571,66.6667,-1.1904,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,橙,橙,橙,16,17,1,True,61,61,0.0,198,206,69.5431,70.7317,1.1886,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,小野塚小町,小野塚 小町,小野塚小町,10,11,1,True,50,52,-2.0,159,172,68.9873,70.1754,1.1881,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,八意永琳,八意 永琳,八意永琳,17,18,1,True,48,46,2.0,206,208,77.0732,78.2609,1.1877,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,因幡てゐ,因幡 てゐ,因幡天为（因幡帝）,18,19,1,True,67,67,0.0,208,216,68.1159,69.3023,1.1864,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,永江衣玖,永江 衣玖,永江衣玖,8,9,1,True,29,30,-1.0,128,140,77.9528,79.1367,1.1839,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,夢子,夢子,梦子,4,5,1,True,50,65,-15.0,71,94,30.0,31.1828,1.1828,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,蓬莱人形ジャケットイラストの娘,蓬莱人形ジャケットイラストの娘,蓬莱人形封面的少女（夹克子）,15,16,1,True,114,119,-5.0,186,198,38.9189,40.1015,1.1826,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,神降ろしの神霊天照伊豆能売他,神降ろしの神霊（天照、伊豆能売 他）,降神的神灵（天照、伊豆能卖等）,18,19,1,True,194,204,-10.0,208,216,6.7633,5.5814,-1.1819,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,大妖精,大妖精,大妖精,11,12,1,True,57,58,-1.0,172,169,67.2515,66.0714,-1.1801,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,狐妖怪狐狐の子他,狐（妖怪狐、狐の子他）,狐（妖怪狐、年幼的妖狐等）,20,21,1,True,185,191,-6.0,217,221,14.8148,13.6364,-1.1784,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,茨木華扇,茨木 華扇,茨木华扇,18,19,1,True,39,43,-4.0,208,216,81.6425,80.4651,-1.1774,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,洩矢諏訪子,洩矢 諏訪子,洩矢诹访子,5,6,1,True,16,17,-1.0,94,108,83.871,85.0467,1.1757,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,仙台四郎福の神,仙台四郎（福の神）,仙台四郎（福神）,16,17,1,True,188,198,-10.0,198,206,5.0761,3.9024,-1.1737,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,綿月依姫,綿月 依姫,绵月依姬,18,19,1,True,91,97,-6.0,208,216,56.5217,55.3488,-1.1729,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,四季映姫ヤマザナドゥ,四季映姫・ヤマザナドゥ,四季映姬·夜摩仙那度,6,7,1,True,24,26,-2.0,108,124,78.5047,79.6748,1.1701,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,鈴瑚,鈴瑚,铃瑚,20,21,1,True,132,137,-5.0,217,221,39.3519,38.1818,-1.1701,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,風見幽香,風見 幽香,风见幽香,20,21,1,True,24,27,-3.0,217,221,89.3519,88.1818,-1.1701,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,エリー,エリー,艾丽,12,13,1,True,112,118,-6.0,169,175,33.9286,32.7586,-1.17,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,水橋パルスィ,水橋 パルスィ,水桥帕露西,12,13,1,True,30,29,1.0,169,175,82.7381,83.908,1.1699,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,神綺,神綺,神绮,9,10,1,True,73,81,-8.0,140,159,48.2014,49.3671,1.1657,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,東風谷早苗,東風谷 早苗,东风谷早苗,18,19,1,True,14,12,2.0,208,216,93.7198,94.8837,1.1639,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,八雲紫,八雲 紫,八云紫,15,16,1,True,12,15,-3.0,186,198,94.0541,92.8934,-1.1607,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,スターサファイア,スターサファイア,斯塔萨菲雅,19,20,1,True,108,106,2.0,216,217,50.2326,51.3889,1.1563,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,今泉影狼,今泉 影狼,今泉影狼,20,21,1,True,84,83,1.0,217,221,61.5741,62.7273,1.1532,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,星熊勇儀,星熊 勇儀,星熊勇仪,20,21,1,True,80,84,-4.0,217,221,63.4259,62.2727,-1.1532,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,因幡てゐ,因幡 てゐ,因幡天为（因幡帝）,17,18,1,True,64,67,-3.0,206,208,69.2683,68.1159,-1.1524,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,秋穣子,秋 穣子,秋穰子,7,8,1,True,46,46,0.0,124,128,63.4146,64.5669,1.1523,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,霍青娥,霍 青娥,霍青娥,16,17,1,True,59,59,0.0,198,206,70.5584,71.7073,1.1489,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,橙,橙,橙,11,12,1,True,54,55,-1.0,172,169,69.0058,67.8571,-1.1487,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,メルランプリズムリバー,メルラン・プリズムリバー,梅露兰·普莉兹姆利巴,19,20,1,True,113,116,-3.0,216,217,47.907,46.7593,-1.1477,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,幻月,幻月,幻月,13,14,1,True,94,102,-8.0,175,186,46.5517,45.4054,-1.1463,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,龍子龍邪龍他,龍（子龍、邪龍 他）,龙（子龙、邪龙等）,20,21,1,True,189,195,-6.0,217,221,12.963,11.8182,-1.1448,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,ナズーリン,ナズーリン,娜兹玲,9,10,1,True,39,46,-7.0,140,159,72.6619,71.519,-1.1429,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,サラ,サラ,萨拉,16,17,1,True,165,174,-9.0,198,206,16.7513,15.6098,-1.1415,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,ミミちゃん,ミミちゃん,咪咪号,7,8,1,True,107,109,-2.0,124,128,13.8211,14.9606,1.1395,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,朝倉理香子,朝倉 理香子,朝仓理香子,16,17,1,True,157,161,-4.0,198,206,20.8122,21.9512,1.139,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,易者,易者,易者,19,20,1,True,118,121,-3.0,216,217,45.5814,44.4444,-1.137,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,河城にとり,河城 にとり,河城荷取,13,14,1,True,31,35,-4.0,175,186,82.7586,81.6216,-1.137,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,ユキ,ユキ,雪,5,6,1,True,66,77,-11.0,94,108,30.1075,28.972,-1.1355,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,ケセランパサラン,ケセランパサラン,袈裟罗婆娑罗,15,16,1,True,167,180,-13.0,186,198,10.2703,9.1371,-1.1332,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,サニーミルク,サニーミルク,桑尼米尔克,8,9,1,True,69,77,-8.0,128,140,46.4567,45.3237,-1.133,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,水橋パルスィ,水橋 パルスィ,水桥帕露西,18,19,1,True,38,37,1.0,208,216,82.1256,83.2558,1.1302,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,星熊勇儀,星熊 勇儀,星熊勇仪,17,18,1,True,69,72,-3.0,206,208,66.8293,65.7005,-1.1288,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,仙台四郎福の神,仙台四郎（福の神）,仙台四郎（福神）,18,19,1,True,197,207,-10.0,208,216,5.314,4.186,-1.128,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,夢子,夢子,梦子,20,21,1,True,135,135,0.0,217,221,37.963,39.0909,1.1279,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,命蓮,命蓮,命莲,18,19,1,True,193,198,-5.0,208,216,7.2464,8.3721,1.1257,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,少名針妙丸,少名 針妙丸,少名针妙丸,19,20,1,True,91,89,2.0,216,217,58.1395,59.2593,1.1198,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,華扇の動物久米竿打雷獣彭祖人面犬他,華扇の動物（久米、竿打、雷獣、彭祖、人面犬 他）,华扇的宠物（久米、竿打、雷兽（务光）、彭祖、人面犬等）,20,21,1,True,188,189,-1.0,217,221,13.4259,14.5455,1.1196,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,アリスの人形上海蓬莱大江戸他,アリスの人形（上海、蓬莱、大江戸 他）,爱丽丝的人偶（上海、蓬莱、大江户等）,18,19,1,True,115,117,-2.0,208,216,44.9275,46.0465,1.119,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,マエリベリーハーン,マエリベリー・ハーン,玛艾露贝莉·赫恩,11,12,1,True,51,52,-1.0,172,169,70.7602,69.6429,-1.1173,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,アリスの人形上海蓬莱大江戸他,アリスの人形（上海、蓬莱、大江戸 他）,爱丽丝的人偶（上海、蓬莱、大江户等）,15,16,1,True,112,117,-5.0,186,198,40.0,41.1168,1.1168,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,鈴瑚,鈴瑚,铃瑚,19,20,1,True,129,132,-3.0,216,217,40.4651,39.3519,-1.1132,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,坂田ネムノ,坂田ネムノ,坂田合欢,16,17,1,True,131,134,-3.0,198,206,34.0102,35.122,1.1118,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,雲山,雲山,云山,9,10,1,True,87,97,-10.0,140,159,38.1295,39.2405,1.111,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,矢田寺成美,矢田寺成美,矢田寺成美,19,20,1,True,131,134,-3.0,216,217,39.5349,38.4259,-1.109,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,ミスティアローレライ,ミスティア・ローレライ,米斯蒂娅·萝蕾拉,11,12,1,True,50,51,-1.0,172,169,71.345,70.2381,-1.1069,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,岡崎夢美,岡崎 夢美,冈崎梦美,9,10,1,True,65,72,-7.0,140,159,53.9568,55.0633,1.1065,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,姫海棠はたて,姫海棠 はたて,姬海棠果,20,21,1,True,78,77,1.0,217,221,64.3519,65.4545,1.1026,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,星熊勇儀,星熊 勇儀,星熊勇仪,19,20,1,True,82,80,2.0,216,217,62.3256,63.4259,1.1003,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,毘沙門天,毘沙門天,毘沙门天,8,9,1,True,123,133,-10.0,128,140,3.937,5.036,1.099,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,紅美鈴,紅 美鈴,红美铃,9,10,1,True,21,22,-1.0,140,159,85.6115,86.7089,1.0974,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,魅魔,魅魔,魅魔,16,17,1,True,81,82,-1.0,198,206,59.3909,60.4878,1.0969,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,豊聡耳神子,豊聡耳 神子,丰聪耳神子,20,21,1,True,33,36,-3.0,217,221,85.1852,84.0909,-1.0943,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,里の人間文花帖求聞史紀鈴奈庵などで登場した人間,里の人間（文花帖、求聞史紀、鈴奈庵などで登場した人間）,村里的人类（在文花帖、求闻史记、铃奈庵等登场的人类）,17,18,1,True,179,183,-4.0,206,208,13.1707,12.0773,-1.0934,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,西行寺幽々子,西行寺 幽々子,西行寺幽幽子,4,5,1,True,4,6,-2.0,71,94,95.7143,94.6237,-1.0906,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,るーこと,るーこと,留琴,16,17,1,True,143,151,-8.0,198,206,27.9188,26.8293,-1.0895,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,玉造魅須丸,玉造 魅須丸,玉造魅须丸,19,20,1,True,140,143,-3.0,216,217,35.3488,34.2593,-1.0895,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,紅美鈴,紅 美鈴,红美铃,7,8,1,True,20,22,-2.0,124,128,84.5528,83.4646,-1.0882,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,宮古芳香,宮古 芳香,宫古芳香,12,13,1,True,82,83,-1.0,169,175,51.7857,52.8736,1.0879,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,パチュリーノーレッジ,パチュリー・ノーレッジ,帕秋莉·诺蕾姬,8,9,1,True,17,17,0.0,128,140,87.4016,88.4892,1.0876,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,八坂神奈子,八坂 神奈子,八坂神奈子,19,20,1,True,76,74,2.0,216,217,65.1163,66.2037,1.0874,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,蓬莱山輝夜,蓬莱山 輝夜,蓬莱山辉夜,6,7,1,True,30,33,-3.0,108,124,72.8972,73.9837,1.0865,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,小野塚小町,小野塚 小町,小野塚小町,20,21,1,True,76,75,1.0,217,221,65.2778,66.3636,1.0858,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,二ッ岩マミゾウ,二ッ岩 マミゾウ,二岩猯藏,19,20,1,True,75,73,2.0,216,217,65.5814,66.6667,1.0853,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,北白河ちゆり,北白河 ちゆり,北白河千百合,18,19,1,True,139,142,-3.0,208,216,33.3333,34.4186,1.0853,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,北白河ちゆり,北白河 ちゆり,北白河千百合,19,20,1,True,142,145,-3.0,216,217,34.4186,33.3333,-1.0853,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,アリスの人形上海蓬莱大江戸他,アリスの人形（上海、蓬莱、大江戸 他）,爱丽丝的人偶（上海、蓬莱、大江户等）,14,15,1,True,110,112,-2.0,186,186,41.0811,40.0,-1.0811,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,エタニティラルバ,エタニティラルバ,爱塔妮缇拉尔瓦,14,15,1,True,95,93,2.0,186,186,49.1892,50.2703,1.0811,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,チュパカブラ,チュパカブラ,卓柏卡布拉,14,15,1,True,158,156,2.0,186,186,15.1351,16.2162,1.0811,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,マイ,マイ,舞,14,15,1,True,124,126,-2.0,186,186,33.5135,32.4324,-1.0811,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,ユキ,ユキ,雪,14,15,1,True,126,124,2.0,186,186,32.4324,33.5135,1.0811,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,万歳楽,万歳楽,万岁乐,14,15,1,True,171,169,2.0,186,186,8.1081,9.1892,1.0811,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,上白沢慧音,上白沢 慧音,上白泽慧音,14,15,1,True,56,54,2.0,186,186,70.2703,71.3514,1.0811,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,九十九八橋,九十九 八橋,九十九八桥,14,15,1,True,105,107,-2.0,186,186,43.7838,42.7027,-1.0811,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,四季映姫ヤマザナドゥ,四季映姫・ヤマザナドゥ,四季映姬·夜摩仙那度,14,15,1,True,25,23,2.0,186,186,87.027,88.1081,1.0811,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,坂田ネムノ,坂田ネムノ,坂田合欢,14,15,1,True,109,111,-2.0,186,186,41.6216,40.5405,-1.0811,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,妖精メイド妖精ひまわり妖精他,妖精（メイド妖精・ひまわり妖精 他）,妖精（女仆妖精、向日葵妖精等）,14,15,1,True,139,141,-2.0,186,186,25.4054,24.3243,-1.0811,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,封獣ぬえ,封獣 ぬえ,封兽鵺,14,15,1,True,40,42,-2.0,186,186,78.9189,77.8378,-1.0811,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,射命丸文,射命丸 文,射命丸文,14,15,1,True,11,9,2.0,186,186,94.5946,95.6757,1.0811,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,小鈴の両親,小鈴の両親,小铃的父母,14,15,1,True,179,181,-2.0,186,186,3.7838,2.7027,-1.0811,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,明羅,明羅,明罗,14,15,1,True,136,134,2.0,186,186,27.027,28.1081,1.0811,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,朝倉理香子,朝倉 理香子,朝仓理香子,14,15,1,True,146,144,2.0,186,186,21.6216,22.7027,1.0811,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,木花咲耶姫,木花咲耶姫,木花咲耶姬,14,15,1,True,176,174,2.0,186,186,5.4054,6.4865,1.0811,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,橙,橙,橙,14,15,1,True,61,63,-2.0,186,186,67.5676,66.4865,-1.0811,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,比那名居天子,比那名居 天子,比那名居天子,14,15,1,True,12,14,-2.0,186,186,94.0541,92.973,-1.0811,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,永江衣玖,永江 衣玖,永江衣玖,14,15,1,True,57,55,2.0,186,186,69.7297,70.8108,1.0811,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,河城にとり,河城 にとり,河城荷取,14,15,1,True,35,37,-2.0,186,186,81.6216,80.5405,-1.0811,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
